0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
37427266,Policymakers,are a,Decision-Makers,,,,,social risk factor,14.0
37427266,Economic stability,is a,Parameter of Economic Health,,,,,'economic stability',20.0
33920282,Breast cancer diagnosis,is a,Medical diagnosis,,,,,social risk factor,14.0
33920282,Economic crisis,is a,Socio-economic factor,,,,,social risk factor,10.0
33920282,Therapeutic management,is a,Medical treatment,,,,,social risk factor,14.0
33920282,Early-stage breast cancer,is a,Stage of breast cancer,,,,,social risk factor,15.0
33920282,Advanced-stage breast cancer,is a,Stage of breast cancer,,,,,social risk factor,15.0
33920282,Pre-crisis,is a,Time period,,,,,social risk factor,15.0
33920282,Crisis,is a,Time period,,,,,social risk factor,15.0
33920282,Post-crisis,is a,Time period,,,,,social risk factor,15.0
30579236,Stress,is-a,biological system alteration,,,,,social risk factor,19.0
30579236,Social disadvantages,is-a,stress source,,,,,social risk factor,14.0
30579236,Family conditions,is-a,early childhood development modifier,,,,,health care access factor,28.0
30579236,Family social and economic conditions,is-a,stress source during childhood,,,,,'economic instability',22.0
30579236,Early childhood conditions,is-a,physiological stress indicator,,,,,social risk factor,17.0
30579236,Family social and economic instability,is-a,cause of immune system dysregulation,,,,,social risk factor,28.0
30579236,DNA shedding of the Epstein-Barr virus,is-a,indicator of immune system dysregulation,,,,,'educational access and quality',29.0
30579236,Adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'impact of low educational access and quality',43.0
30579236,EBV-infected adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'impact of low educational access and quality',43.0
30579236,Family structure changes,is-a,form of early childhood family instability,,,,,'economic instability',26.0
30579236,Economic insecurity,is-a,form of early childhood family instability,,,,,'economic instability',26.0
34811867,Food insecurity,is-a,Social determinant of health,,,,,social risk factor,16.0
34811867,Housing instability,is-a,Social determinant of health,,,,,social risk factor,16.0
34811867,Dietary quality,is-a,Indicator of health,,,,,social risk factor,14.0
34811867,Food insecurity,is-a,Economic instability,0.0,0.0,'economic instability','economic instability','economic instability',2.0
34811867,Housing instability,is-a,Economic instability,0.0,0.0,'economic instability','economic instability','economic instability',2.0
34811867,US dietary guidelines,is-a,Standard for good dietary quality,,,,,'educational access and quality',23.0
34811867,Federal food assistance benefit,is-a,Aid for food insecurity,,,,,'economic instability',17.0
34811867,Children with Sickle Cell Disease,is-a,Affected group by Social determinant of health,,,,,'impact of social and community factors',32.0
34811867,Black and Hispanic Communities,is-a,Under-resourced US communities,,,,,'economic condition',22.0
34811867,Screening for food insecurity and housing instability,is-a,Method to identify nutrition-related social needs,,,,,'educational access and quality',39.0
35720928,Economic Security,is-a,Theoretical Issue,,,,,social risk factor,16.0
35720928,Economic Instability,is-a,Factor of Financial Market Stability,,,,,'economic stability',22.0
35720928,Economic Fluctuation,is-a,Research Topic,,,,,social risk factor,15.0
35720928,Economic Security Forecasting,is-a,Decision-making Factor,,,,,social risk factor,12.0
35720928,Economic Security Early Warning System,is-a,Research Content,,,,,'economic condition',13.0
35720928,CNN-SVM Algorithm,is-a,Support for Early Warning Model,,,,,social risk factor,24.0
35720928,ReLU Activation Function,is-a,Tool for CNN Network,,,,,social risk factor,15.0
35720928,RBF Function,is-a,Tool for SVM,,,,,social risk factor,14.0
35720928,Economic Security State,is-a,Subject of Evaluation,,,,,'economic condition',16.0
32876252,Marital violence,is-a,Domestic violence,,,,,social risk factor,16.0
32876252,Intimate Partner Violence,is-a,Domestic violence,,,,,social risk factor,16.0
32876252,Economic instability,is-a,Social determinant of health,,,,,social risk factor,16.0
32876252,Alcohol and other drugs use/abuse,is-a,Social determinant of health,,,,,social risk factor,16.0
32876252,Weaker women's support network,is-a,Social determinant of health,,,,,social risk factor,16.0
32876252,Pandemic-related violence,is-a,Social determinant of health,,,,,social risk factor,16.0
32876252,Narrative review,is-a,Literature review,,,,,social risk factor,16.0
32876252,English descriptors,is-a,Search terms,,,,,social risk factor,14.0
32876252,PubCovid-19 platform,is-a,Database,,,,,social risk factor,16.0
32876252,United States National Library of Medicine,is-a,Database,,,,,social risk factor,16.0
32876252,Excerpta Medica,is-a,Database,,,,,social risk factor,16.0
32876252,COVID-19,is-a,Pandemic,,,,,social risk factor,16.0
22475120,Parasitic infestation,is-a,common health problem in developing countries,,,,,'healthcare access and equality',32.0
22475120,Children,are-a,vulnerable group to parasitic infestations,,,,,'social and community factors',31.0
22475120,Malnutrition,is-a,health problem resulting from parasitic infestations,,,,,health care access factor,37.0
22475120,Iron-deficiency anemia,is-a,health problem resulting from parasitic infestations,,,,,health care access factor,37.0
22475120,Surgical morbidities,are-a,health problem resulting from parasitic infestations,,,,,health care access factor,37.0
22475120,Impaired cognitive function,is-a,health problem resulting from parasitic infestations,,,,,health care access factor,37.0
22475120,Impaired educational achievement,is-a,health problem resulting from parasitic infestations,,,,,health care access factor,37.0
22475120,Surgical intervention,is-a,treatment for serious complications caused by parasitic infestations,,,,,'impact of low educational access and quality',49.0
22475120,Amoebic colitis,is-a,condition caused by protozoan infections,,,,,health care access factor,29.0
22475120,Liver abscess,is-a,condition caused by protozoan infections,,,,,health care access factor,29.0
22475120,Intestinal obstruction,is-a,condition caused by Ascaris lumbricoides,,,,,health care access factor,29.0
35903894,Psychological Effects,is-a,Result of COVID-19,,,,,'economic condition',15.0
35903894,PubMed database,is-a,Source of Studies,,,,,social risk factor,15.0
35903894,Anxiety,is-a,Psychological Effect,,,,,social risk factor,14.0
35903894,Depression,is-a,Psychological Effect,,,,,social risk factor,14.0
35903894,Stress,is-a,Psychological Effect,,,,,social risk factor,14.0
35903894,Urban Living,is-a,Protective Factor,,,,,social risk factor,10.0
35903894,Economic Stability,is-a,Protective Factor,,,,,social risk factor,10.0
35903894,Living with Parents,is-a,Protective Factor,,,,,social risk factor,10.0
35903894,COVID-19 infection in family,is-a,Risk Factor,0.33333333333333337,1.0,social risk factor,social risk factor,social risk factor,7.0
34118735,SARS-CoV-2,is-a,novel virus,,,,,social risk factor,14.0
34118735,SARS-CoV-2,is-a,cause of global health crisis,,,,,social risk factor,23.0
34118735,Antiviral drug,is-a,potential solution for SARS-CoV-2,,,,,social risk factor,23.0
34118735,Drug repurposing,is-a,strategy for combating SARS-CoV-2,,,,,'social and community factors',24.0
34118735,Co-infections,is-a,threat in the context of SARS-CoV-2,,,,,health care access factor,25.0
34118735,Proteins encoded by the SARS-CoV-2 genome,are-a,potential target for drug discovery,,,,,social risk factor,25.0
34118735,COVID-19,is-a,disease caused by SARS-CoV-2,,,,,health care access factor,21.0
34118735,Review,is-a,source of information about SARS-CoV-2,,,,,'impact of poor neighborhood',27.0
35895432,Yemen,is-a,Country,,,,,social risk factor,16.0
35895432,Yemeni people,is-a,Population,,,,,social risk factor,14.0
35895432,COVID-19 pandemic,is-a,Global health crisis,,,,,social risk factor,16.0
35895432,Famine,is-a,Humanitarian crisis,,,,,social risk factor,16.0
35895432,Inflated currency,is-a,Economic instability,0.0,0.0,'economic instability','economic instability','economic instability',2.0
35895432,Child marriages,is-a,Social issue,,,,,social risk factor,9.0
35895432,Humanitarian assistance,is-a,Aid,,,,,social risk factor,16.0
35895432,Severe food scarcity,is-a,Crisis,,,,,social risk factor,14.0
35895432,Global and local governments,is-a,Decision-makers,,,,,social risk factor,14.0
35239676,Economic security,is-a,economic aspect of life,,,,,'economic stability',12.0
35239676,Financial stability,is-a,aspect of economic security,,,,,'economic stability',16.0
35239676,Improved living standards,is-a,aspect of economic security,,,,,'economic stability',16.0
35239676,Economic affordability of food,is-a,indicator of economic security,,,,,'economic stability',19.0
35239676,Expenditures on food,is-a,indicator of economic affordability of food,,,,,'economic stability',27.0
35239676,GDP per capita,is-a,indicator of economic security,,,,,'economic stability',19.0
35239676,Income level,is-a,indicator of economic security,,,,,'economic stability',19.0
35239676,Economic protection,is-a,aspect of economic security,,,,,'economic stability',16.0
35239676,Economic instability,is-a,challenge to economic security,,,,,'economic stability',19.0
35239676,Low level of economic affordability of food,is-a,challenge to economic security,,,,,'economic stability',19.0
33716899,COVID-19,is-a,Health crisis,,,,,health care access factor,15.0
33716899,Lockdown,is-a,Response to COVID-19,,,,,'economic condition',15.0
33716899,Economic slowdown,is-a,Impact of COVID-19,0.6666666666666667,,'impact of poor neighborhood',,'economic condition',16.0
33716899,Financial stability,is-a,Economic indicator,0.6666666666666667,,'economic stability',,'economic condition',8.0
33716899,ARDL model,is-a,Statistical tool,,,,,social risk factor,13.0
33716899,Spillover impact,is-a,Global economic effect,,,,,'economic stability',16.0
33716899,Financial instability,is-a,Economic condition,0.0,0.0,'economic condition','economic condition','economic condition',2.0
33716899,Economic cycle,is-a,Economic condition,0.0,0.0,'economic condition','economic condition','economic condition',2.0
33716899,Smart lockdown,is-a,COVID-19 policy strategy,,,,,social risk factor,18.0
33716899,Lockdown checklist,is-a,Smart lockdown strategy,,,,,social risk factor,19.0
33716899,Lockdown tasks,is-a,Smart lockdown strategy,,,,,social risk factor,19.0
33716899,Close-down stock take or count,is-a,Smart lockdown strategy,,,,,social risk factor,19.0
35953877,Climate change,is-a,existential crisis,,,,,social risk factor,16.0
35953877,Greenhouse gas levels,is-a,factor of climate change,,,,,'economic instability',18.0
35953877,Global mean surface temperature,is-a,indicator of climate change,,,,,social risk factor,21.0
35953877,Extreme weather events,is-a,result of climate change,,,,,'economic condition',19.0
35953877,Deterioration of food,water and air quality,"is-a, result of climate change",,,,,social risk factor,23.0
35953877,Economic and political instability,is-a,result of climate change,,,,,'economic condition',19.0
35953877,Mass population migration,is-a,result of climate change,,,,,'economic condition',19.0
35953877,Decreased food security,is-a,result of climate change,,,,,'economic condition',19.0
35953877,Increase in vector-borne infectious disease,is-a,result of climate change,,,,,'economic condition',19.0
35953877,Healthcare resources,is-a,requirement for climate change mitigation,,,,,health care access factor,30.0
35953877,Climate change,is-a,determinant of humanity's survival,,,,,'social and community factors',25.0
35953877,Pregnant persons,is-a,vulnerable group to climate change,,,,,social risk factor,27.0
35953877,Women,is-a,adversely affected group by climate change,,,,,'social and community factors',33.0
33150501,Type 2 Diabetes,is a,Chronic Disease,,,,,'economic condition',13.0
33150501,Insurance Coverage,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Economic Instability,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Employment,is a,Aspect of Economic Instability,0.5,,'economic instability',,'economic instability',11.0
33150501,Out-of-pocket expenses,is a,Aspect of Economic Instability,0.5,,'economic instability',,'economic instability',11.0
33150501,Food Insecurity,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Education and Literacy,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Access to Quality Health Care,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Health systems designed to effectively manage chronic disease,is a,Aspect of Quality Health Care,,,,,social risk factor,21.0
33150501,Neighborhood and the built environment,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Housing,is a,Aspect of Neighborhood and Built Environment,0.4285714285714286,,'neighborhood and built in environment',,'neighborhood and built in environment',14.0
33150501,Social and Community Context,is a,Social Determinant of Health,,,,,social risk factor,16.0
33150501,Discrimination,is a,Aspect of Social and Community Context,0.5,,'impact of social and community factors',,'impact of social and community factors',11.0
38026276,Adverse economic events,is-a,economic instability,0.0,0.0,'economic instability','economic instability','economic instability',2.0
38026276,Unexpected medical expenses,is-a,adverse economic events,,,,,'economic stability',17.0
38026276,Job loss,is-a,adverse economic events,,,,,'economic stability',17.0
38026276,Pay reduction,is-a,adverse economic events,,,,,'economic stability',17.0
38026276,Death of a family member,is-a,adverse economic events,,,,,'economic stability',17.0
38026276,Increased debt,is-a,adverse economic events,,,,,'economic stability',17.0
38026276,Moderate hunger,is-a,hunger level,,,,,social risk factor,16.0
38026276,Severe hunger,is-a,hunger level,,,,,social risk factor,16.0
38026276,Household Hunger Scale,is-a,assessment tool,,,,,social risk factor,15.0
38026276,Cross-sectional survey,is-a,research method,,,,,social risk factor,14.0
38026276,Food pantry users,is-a,study participants,,,,,social risk factor,15.0
33456417,Financial behaviors,is-a,determinant of financial stability,,,,,'economic stability',20.0
33456417,Financial behaviors,is-a,determinant of health outcomes,,,,,health care access factor,24.0
33456417,Hope theory,is-a,framework for behavior change,,,,,'impact of poor neighborhood',22.0
33456417,Financial education and coaching program,is-a,means of promoting hope,,,,,'impact of poor neighborhood',18.0
33456417,Finances First,is-a,randomized controlled trial,,,,,'economic condition',19.0
36593824,Exchange rate volatility,is-a,economic factor,0.6666666666666667,,'economic stability',,social risk factor,9.0
36593824,Economic growth,is-a,economic factor,0.6666666666666667,,'economic stability',,social risk factor,9.0
