PMID,Child Concept,Relationship,Parent Concept
36820837,ethical sense,is-a,"concept in, professional medical ethics"
36820837,ethical sense,is-derived-from,pre-understandings of students
36820837,teaching and learning by asking,is-a,"method in, professional medical ethics education"
36820837,Common Sense,is-a,school of philosophy
36820837,Common Sense,is-from,Scottish Enlightenment
36820837,American pragmatic philosophers,were-influenced-by,Common Sense philosophy
19342129,Written assignment feedback,is-a,form of feedback
19342129,Quality feedback,is-a,form of feedback
19342129,Constructive comments,is-a,type of feedback
19342129,Students' current performance information,is-a,type of feedback
19342129,Future learning enhancement,is-a,goal of feedback
19342129,Theoretical frameworks,is-a,method for interpreting feedback
36631219,Radiography program,is-a,Postsecondary education program
36631219,Joint Review Committee on Education in Radiologic Technology (JRCERT),is-a,Accreditation body
36631219,National Center for Education Statistics,is-a,National education data source
36631219,Certificate in Radiography,is-a,Radiography qualification
36631219,Applied Associate of Science Degree in Radiography,is-a,Radiography qualification
36631219,Associate of Science Degree in Radiography,is-a,Radiography qualification
36631219,Bachelor of Science Degree in Radiography,is-a,Radiography qualification
28732525,Clinical placement,is-a,component of professional health training
28732525,Simulation activities,is-a,type of clinical placement
28732525,Occupational therapy,is-a,health profession
32202963,Psychiatric nursing,is-a,Nursing speciality
32202963,Mental health,is-a,Aspect of health
32202963,Mental illness,is-a,Health condition
32202963,Addictions,is-a,Health condition
32202963,Therapeutic relationship,is-a,Approach in psychiatric nursing
32202963,Holistic approach,is-a,Approach in psychiatric nursing
32202963,Recovery orientation,is-a,Approach in psychiatric nursing
32202963,Stigma reduction,is-a,Goal in psychiatric nursing
32202963,Advocacy for change,is-a,Goal in psychiatric nursing
32202963,Psychiatric nursing students,is-a,Role in health education
32202963,High quality care,is-a,Outcome of good nursing education
32202963,Compassionate care,is-a,Outcome of good nursing education
32202963,Safe care,is-a,Outcome of good nursing education
30702219,Neuroanatomy,is-a,"part of, anatomical curriculum"
30702219,Neurophobia,is-a,"cause of, negative influence on the choice of neurology"
30702219,3D teaching tools,is-a,"type of, educational strategies in neuroanatomy"
30702219,Near peer teaching tool,is-a,"type of, educational strategies in neuroanatomy"
30702219,Flipped classroom tool,is-a,"type of, educational strategies in neuroanatomy"
30702219,Applied neuroanatomy elective course,is-a,"type of, educational strategies in neuroanatomy"
30702219,Mobile augmented reality,is-a,"type of, educational strategies in neuroanatomy"
30702219,Inquiry-based clinical case,is-a,"type of, educational strategies in neuroanatomy"
22228781,Interdisciplinary Population Health Project,is-a,educational initiative
22228781,Nursing and health care students,is-a,group of students
22228781,Parsell and Bligh's Readiness of Health Care Students for Interprofessional Learning Scale,is-a,data collection tool
22228781,One group pretest-posttest design,is-a,research design
22228781,Paired t tests and one-way analyses of variance,is-a,statistical methods
22228781,Inequalities imagination model,is-a,pedagogical model
11559005,Self-directed learning readiness scale,is-a,instrument for measuring readiness
11559005,Delphi technique,is-a,method for assessing validity
11559005,Principal components factor analysis,is-a,method for analyzing questionnaires
11559005,Chronbach's coefficient alpha,is-a,method for measuring internal consistency
11559005,Nurse educators,is-a,professionals in adult education
31744999,Educator's Portfolio,is a,tool for reflection on educational practice
31744999,Sensitizing session,is a,method for Educator's Portfolio preparation
31744999,Semi-structured interviews,is a,method for data collection
31744999,Qualitative content analysis,is a,method for data analysis
31744999,Faculty development,is a,result of reflection on educational practice
31744999,Educational practice,is a,subject of reflection in Educator's Portfolio
33184139,Surgical career progression,is-a,professional development outcome
33184139,Core Surgical Training (CST) outcome,is-a,professional development outcome
33184139,Membership of the Royal College of Surgeons or the Diploma in Otolaryngology-Head and Neck Surgery (MRCS/DO-HNS),is-a,professional qualification
33184139,Annual Review of Competence Progression (ARCP),is-a,professional assessment
12269512,This study,is-a,examination of occupational therapists' use and perceptions of written education materials
12269512,A random sample of 50 occupational therapists,is-a,participants of the study
12269512,Written materials,is-a,tool used by occupational therapists to reinforce verbal information
12269512,Client education,is-a,core treatment modality for participants in this study
33252596,VARK questionnaire,is-a,Learning style identification tool
33252596,Multiple Intelligences Questionnaire,is-a,Intelligence type identification tool
33252596,Modified Peyton's four-step approach,is-a,Teaching method for cardiac auscultation
33252596,Kinesthetic style,is-a,Type of learning style
33252596,Visual-spatial intelligence,is-a,Type of intelligence
33252596,Mathematical and logical intelligence,is-a,Type of intelligence
33252596,Linguistic intelligence,is-a,Type of intelligence
30051154,Patient educators,is-a,teaching strategy
30051154,Patient-centred care,is-a,principle of medical education
30051154,Pre-clerkship learners,is-a,medical students
30051154,Clinical trainees,is-a,medical students
30051154,Group interviews,is-a,research method
30051154,Thematic analysis,is-a,data analysis method
30051154,CanMEDS roles,is-a,competency framework
35618385,Coaching intervention,is-a,educational intervention
35618385,Educator beliefs and practices,is-a,determinant of children's development
35618385,Teacher-child interactions,is-a,factor in education
35618385,Latent profile analysis,is-a,research method
35618385,Latent transition analysis,is-a,research method
4512353,Poverty,is-a,Social Determinant of Health
4512353,Education,is-a,Social Determinant of Health
4512353,Unemployment,is-a,Social Determinant of Health
4512353,Access to Healthcare,is-a,Social Determinant of Health
4512353,Housing Conditions,is-a,Social Determinant of Health
4512353,Social Exclusion,is-a,Social Determinant of Health
4512353,Food Insecurity,is-a,Social Determinant of Health
4512353,Racial Discrimination,is-a,Social Determinant of Health
4512353,Gender Inequality,is-a,Social Determinant of Health
38185490,Experiential food education program,is-a,Education program
38185490,Focus groups,is-a,Qualitative research method
38185490,Inductive thematic analysis,is-a,Data analysis method
38185490,Washington DC,is-a,Geographic location
3908024,Computer-based techniques,is-a,meal planning method
3908024,Computer-based techniques,is-a,diet education method
3908024,Diabetes diet counseling,is-a,health intervention
3908024,Inner-city subjects with limited educational background,is-a,demographic group
3908024,Diabetes mellitus,is-a,chronic disease
3908024,Computer-assisted instruction,is-a,education method
3908024,Interactive videodisc system,is-a,education tool
3908024,Diabetes education programs,is-a,health intervention
22400415,Situation Awareness,is-a,Perception Concept
22400415,Situation Awareness,is-a,Comprehension Concept
22400415,Situation Awareness,is-a,Projection Concept
22400415,Aviation Industry,has,Situation Awareness
22400415,Anesthesia,has,Situation Awareness
22400415,SRNAs,study,Situation Awareness
22400415,Cognition,is-a,Predictor of Situation Awareness
17131851,Pregnancy,is-a,special period in a woman's life
17131851,Birthing school,is-a,institution for preparing for parenting
17131851,Birthing school classes,is-a,form of education
17131851,Study group,is-a,group of women who participated in birthing school classes
17131851,Control group,is-a,group of women who did not participate in birthing school classes
17131851,Questionnaire,is-a,research tool
9463643,Problem-based learning,is-a,pedagogical principle
9463643,Early patient contact,is-a,pedagogical principle
9463643,Integration between different subject areas,is-a,pedagogical principle
9463643,Elements of multiprofessional education,is-a,pedagogical principle
9463643,Development of communications skills,is-a,pedagogical principle
26056403,Self-testing,is-a,study method
26056403,Online practice quizzes,is-a,form of self-testing
26056403,Pathophysiology,is-a,subject for self-testing
26056403,Examination scores,is-a,measure of academic performance
26056403,Number of practice quiz attempts,is-a,factor affecting examination scores
30873778,AHEC,is-a,pipeline program
30873778,Stellenbosch University Faculty of Medicine and Health Sciences SA AHEC,is-a,partnership program
30873778,Morehouse School of Medicine,is-a,partner in SA AHEC program
30873778,Health workers,is-a,shortage in WHO Africa Region
30873778,Discriminatory policies and practices,is-a,shared history of South Africa and the United States
30873778,Under-represented groups in health professions,is-a,result of discriminatory policies and practices
30873778,Formative evaluation,is-a,method used to assess Stellenbosch AHEC Program
30873778,Increased student maturity,motivation,"and academic success, is-a, strength of the AHEC program"
30873778,Limited time with students,is-a,challenge of the AHEC program
30873778,Location of some sites,is-a,challenge of the AHEC program
30873778,Educators' need for more engagement,is-a,challenge of the AHEC program
34011051,Teaching resource,is-a,factor in clinical performance improvement
34011051,Admission and development criteria,is-a,component of education resources
34011051,Educational budget and allocation of resources,is-a,domain in teaching resource criteria
34011051,Infrastructure,is-a,domain in teaching resource criteria
34011051,Clinical teaching bases,is-a,domain in teaching resource criteria
34011051,Books and information services,is-a,domain in teaching resource criteria
34011051,Educational experts,is-a,domain in teaching resource criteria
34011051,Educational exchanges,is-a,domain in teaching resource criteria
26056404,Individualized teaching method,is-a,teaching method
26056404,Pharmacy skills laboratory,is-a,laboratory
26056404,Communication skills,is-a,skills
26056404,Clinical competency,is-a,competency
26056404,Clinical pharmacists,is-a,pharmacists
26056404,Accreditation Council for Pharmacy Education,is-a,accreditation council
26056404,Doctor of pharmacy program,is-a,pharmacy program
26056404,Objective structured clinical examination,is-a,examination
26056404,Formative assessment,is-a,assessment
32431306,PharmD curriculum,is-a,Professional curriculum
32431306,Calibrated peer review system,is-a,Evaluation system
32431306,Pharmacy student,is-a,Student
32431306,Faculty members,is-a,Evaluators
32431306,Web-based calibrated peer review system,is-a,Digital tool
31642706,Outcome-based education,is-a,Education method
31642706,Integrated teaching,is-a,Education method
31642706,Undergraduate medical program,is-a,Education program
31642706,Self-directed learning,is-a,Learning approach
31642706,Deep approach,is-a,Learning approach
36721283,Metaverse,is-a,Virtual-reality platform
36721283,Flipped learning,is-a,Educational method
36721283,E-learning,is-a,Educational method
36721283,Cyber resilience,is-a,Aspect of cybersecurity
36721283,Mental health,is-a,Aspect of health
36721283,Quantitative design,is-a,Research method
36721283,Survey,is-a,Data collection method
36721283,Questionnaire,is-a,Data collection tool
36721283,Chinese educational institutions,is-a,Educational institution
36721283,China's education and cybersecurity departments,is-a,Government department
32921405,Surgical educator,is-a,type of medical professional
32921405,Teaching style,is-a,method of instruction
32921405,Learning preference,is-a,individual educational characteristic
26062096,Low-income status,is-a,Socioeconomic factor
26062096,Minority status,is-a,Demographic factor
26062096,Poor educational outcomes,is-a,Educational factor
26062096,Health benefits,is-a,Health outcome
26062096,Out-of-school-time academic programs,is-a,Educational intervention
26062096,Academic achievement,is-a,Educational outcome
26062096,Health equity,is-a,Health outcome
26062096,Reading-focused programs,is-a,Type of OSTA program
26062096,Math-focused programs,is-a,Type of OSTA program
26062096,General academic programs,is-a,Type of OSTA program
26062096,Programs with minimal academic focus,is-a,Type of OSTA program
21598149,ELDER Project,is-a,project to address needs of underserved older adults
21598149,Worksite education,is-a,method used by ELDER Project
21598149,Community health centers,is-a,location for implementation of ELDER Project
21598149,Home health agencies,is-a,location for implementation of ELDER Project
21598149,Long-term care facilities,is-a,location for implementation of ELDER Project
21598149,Health Professional Shortage and Medically Underserved Area,is-a,location for implementation of ELDER Project
21598149,Agency champion,is-a,individual appointed to sustain program after funding ended
21598149,Case-based simulation-learning approach,is-a,method used in final year of ELDER Project
21598149,On-site education incorporating simulation,is-a,model for translating gerontological knowledge into practice
37163456,Virtual patients,is-a,computer-based program
37163456,Major trauma events,is-a,health crisis
37163456,Trauma team,is-a,group of medical professionals
37163456,Assisted learning technologies,is-a,educational tool
37163456,Civil military trauma exercise,is-a,training method
19535180,Non-Medical Prescribing Student,is-a,Student
19535180,Designated Medical Practitioner,is-a,Medical Practitioner
19535180,Primary Care Setting,is-a,Health Care Setting
19535180,Secondary/Tertiary Care Setting,is-a,Health Care Setting
14566707,Health Information Technology Institute criteria,is-a,Evaluation method
14566707,MSN,is-a,Search engine
14566707,Google,is-a,Search engine
32577034,Student pharmacists,is-a,Pharmacy students
32577034,International APPE,is-a,Pharmacy practice experience
32577034,Consortium of Universities for Global Health,is-a,Health organization
32577034,Low-to middle-income country,is-a,Country classification
32577034,High-income country,is-a,Country classification
28431420,Transesophageal echocardiography,is-a,monitor for patients undergoing surgery
28431420,TEE,is-a,tool for evaluation of cardiovascular compromise
28431420,TEE,is-a,challenging tool for anesthesiology residents and medical students to learn
28431420,Cardiac anatomy,is-a,critical component of learning to use and interpret TEE
28431420,Generative retrieval,is-a,method for learning cardiac anatomy
28431420,Standard practice,is-a,method for learning cardiac anatomy
28431420,Medical students and anesthesiology residents,is-a,group who can benefit from GR in learning TEE
32887661,Aggression,is-a,Clinical behavior
32887661,Acute care staff,is-a,Health care professionals
32887661,Simulation-based training,is-a,Aggression management training format
32887661,Randomised controlled trials,is-a,Study type
32887661,Non-randomised controlled trials,is-a,Study type
32887661,Quasi-experimental studies,is-a,Study type
32887661,Observational studies,is-a,Study type
32887661,De-escalation knowledge,is-a,Health care provider-related outcome
32887661,De-escalation skills,is-a,Health care provider-related outcome
32887661,De-escalation behavior,is-a,Health care provider-related outcome
33580716,Geriatrics and palliative medicine specialists,is-a,healthcare professional
33580716,Health system leadership,is-a,leadership role
33580716,ISMMS trained leaders,is-a,leaders
33580716,Non-ISMMS trained leaders,is-a,leaders
33580716,Fellowship graduates,is-a,medical professionals
17935466,SEM,is-a,statistical technique
17935466,SEM,is-a,tool for multivariate data analysis
17935466,SEM,is-a,method for measuring latent variables and their interrelationships
24118831,Online interprofessional education,is-a,educational method
24118831,Interprofessional socialization and valuing scale,is-a,assessment tool
24118831,Dementia case study,is-a,learning resource
24118831,Health science students,is-a,learner
22158003,RNs,is-a,healthcare professional
22158003,APNs,is-a,healthcare professional
22158003,DNP students,is-a,healthcare professional
22158003,DNP statistics course,is-a,educational program
20603340,Mainstream program,is-a,Educational placement
20603340,Separate program,is-a,Educational placement
26780961,Soundfield amplification devices,is-a,Classroom technology
26780961,Dynamic soundfield system,is-a,Classroom technology
26780961,Standardized tests,is-a,Academic performance evaluation method
26780961,Signal-to-noise ratio,is-a,Classroom noise measurement method
26780961,Teacher's voice,is-a,Classroom teaching tool
26780961,Student's academic performance,is-a,Education outcome
26780961,Teacher's vocal strain,is-a,Occupational health issue
26780961,Control group,is-a,Study group
26780961,Experimental group,is-a,Study group
26780961,Prospective cohort study,is-a,Research methodology
24585466,Thai medical school,is-a,Educational Institution
24585466,First preclinical year medical students,is-a,Student Group
24585466,Pre-MD GPA,is-a,Academic Achievement Indicator
24585466,Anatomy,is-a,Major Subject
24585466,Physiology,is-a,Major Subject
24585466,Biochemistry,is-a,Major Subject
24585466,Student satisfaction,is-a,Educational Experience Metric
24585466,Percentage of expected reading,is-a,Study Habit Metric
24585466,Monthly earnings,is-a,Economic Factor
24585466,Reading after class and near exam time,is-a,Study Habit Metric
24585466,Duration of sleeping periods near exam time,is-a,Lifestyle Factor
24585466,Motivation to study medicine,is-a,Personal Factor
24585466,Exam performance expectations,is-a,Academic Goal
21652508,Thyroid diseases,is-a,endocrine disorders
21652508,Problem-based learning,is-a,pedagogical strategy
21652508,Hypo-/hyperthyroidism,is-a,thyroid dysfunction
21652508,Body weight,is-a,clue
21652508,Mesenteric vascularization,is-a,clue
21652508,Visceral fat,is-a,clue
21652508,Heart and thyroid size,is-a,clue
21652508,Heart rate,is-a,clue
21652508,Thyroid-stimulating hormone serum concentration,is-a,clue
21652508,Animals,is-a,material
21652508,Pictures,is-a,material
21652508,Small stuffed toy rats,is-a,material
21652508,Illustrations,is-a,material
38183075,Experiential service-learning,is-a,teaching method
38183075,Preventive Dentistry,is-a,practical course
38183075,Oral Health Examination and Education Project,is-a,example of experiential service-learning
38183075,Oral epidemiology,is-a,field in dental and oral public health programs
33594691,Asthma,is-a,Chronic Disease
33594691,Exacerbation,is-a,Health Event
33594691,Primary School,is-a,Educational Institution
33594691,Teacher,is-a,Professional Role
33594691,Asthma Management,is-a,Health Practice
33594691,Systematic Review,is-a,Research Method
33594691,Legislation,is-a,Legal Document
33594691,Policy,is-a,Guiding Principle
33594691,Guideline,is-a,Best Practice
24838440,Anatomical Knowledge,is-a,Type of Clinical Knowledge
24838440,Carpal Bone Test,is-a,Evaluation Method for Anatomical Knowledge
24838440,Chiropractic Students,is-a,Type of University Students
24838440,Mnemonics,is-a,Learning Style
24838440,Clinical Application,is-a,Learning Style
31213319,Flipped classroom,is-a,Educational method
31213319,Traditional classroom,is-a,Educational method
31213319,Web-based survey,is-a,Data collection method
31213319,Pharmacy education,is-a,Tertiary education
31213319,Final exam performance,is-a,Academic performance measurement
18836990,Allied Health Professional registration,is-a,professional requirement in the UK
18836990,Continuing Professional Development activity,is-a,part of Allied Health Professional registration
18836990,Clinical placement component,is-a,part of pre-registration curriculum
18836990,Pre-registration curriculum,is-a,factor influencing learner development
18836990,Learning approaches inventory,is-a,tool for data collection
18836990,Placement self-assessment form,is-a,tool for data collection
24978016,Nursing students,is-a,type of students
24978016,Social determinants,is-a,factor impacting health
24978016,Poverty,is-a,social determinant
24978016,Unsafe housing,is-a,social determinant
24978016,Illiteracy,is-a,social determinant
24978016,Patient advocacy service-learning course,is-a,educational course
24978016,Low-income individuals,is-a,vulnerable population
24978016,Awareness,is-a,learning objective
24978016,Proficiency,is-a,learning objective
15304440,Deaf college students,is-a,College students
15304440,Baccalaureate students,is-a,College students
15304440,Sub-baccalaureate students,is-a,College students
15304440,Tutoring outcomes,is-a,Educational outcomes
15304440,Tutoring sessions,is-a,Educational activities
15304440,Tutors,is-a,Educational personnel
34591229,Clinical educators,is-a,type of healthcare professional
34591229,Speech pathology placements,is-a,type of student placements
34591229,Demand-Control-Support model,is-a,theoretical model
34591229,Workplace engagement,is-a,type of job-related factor
34591229,Caseload throughput,is-a,type of workload
34591229,Fuzzy set Qualitative Comparative Analysis (fsQCA),is-a,research method
34591229,Complexity theory,is-a,theoretical framework
18447571,Undergraduate education,is-a,Education
18447571,Music therapy students' epistemological development,is-a,Developmental need
18447571,Collaborative learning consensus groups,is-a,Teaching method
18447571,Music therapy,is-a,Profession
23027675,Online teaching module,is-a,Educational tool
23027675,In-house software,is-a,Software tool
23027675,Final examination,is-a,Assessment method
23027675,Student survey,is-a,Feedback method
23027675,Multiple choice questions,is-a,Assessment type
23027675,Short answer questions,is-a,Assessment type
23027675,Do-It-Yourself e-learning approach,is-a,Learning method
23027675,Online resources,is-a,Learning material
23027675,Musculoskeletal anatomy,is-a,Anatomy topic
14535145,Prerequisite science course performance,is-a,academic performance indicator
14535145,Tutoring services,is-a,academic support service
14535145,First semester nursing students,is-a,student group
14535145,Academic performance,is-a,student performance measure
14535145,Tutorial sessions,is-a,academic support service
14535145,Nursing faculty,is-a,academic staff
25650015,Stellenbosch University,is-a,Educational Institution
25650015,South Africa,is-a,Country
25650015,Basic histology,is-a,Academic Subject
25650015,First-year medical students,is-a,University Students
25650015,Physiotherapy students,is-a,University Students
25650015,Dietetic students,is-a,University Students
25650015,Lecturer,is-a,Academic Staff
25650015,PowerPoint presentation,is-a,Educational Material
25650015,Overhead projector,is-a,Teaching Equipment
25650015,Blank sheets of paper,is-a,Writing Material
25650015,Questionnaire,is-a,Feedback Tool
25650015,Draw-along maps,is-a,Learning Tool
31332889,Teachers' knowledge,is-a,critical component in student learning
31332889,Phonological awareness,is-a,literacy knowledge
31332889,Phonemic awareness,is-a,literacy knowledge
31332889,Alphabetic principle/phonics,is-a,literacy knowledge
31332889,Morphology,is-a,literacy knowledge
31332889,Low socio-economic status schools,is-a,challenging environment for effective teaching
31332889,Syllable counting skills,is-a,literacy knowledge
31332889,Literacy knowledge,is-a,requirement for effective teaching
19502890,PICCs,is-a,type of catheter
19502890,PICC care and troubleshooting,is-a,nursing practice
19502890,PICC educational intervention,is-a,type of education
19502890,Knowledge,Confidence,"and Psychomotor skills, is-a, components of nursing practice"
19502890,Pretest,posttest,"Likert scale, and skill checklist, is-a, tools for assessment"
19502890,PICC educational programs,is-a,type of nursing education
26070493,Nursing Education,is-a,Higher Education
26070493,Self-directed Learning Readiness,is-a,Learning Process
26070493,Study Process Questionnaire,is-a,Measurement Tool
26070493,Directed Learning Readiness Scale for Nursing Education,is-a,Measurement Tool
3966042,Adolescent mother,is-a,Mother
3966042,Nonadolescent mother,is-a,Mother
3966042,Face-to-face interaction,is-a,Interaction
3966042,Teaching interaction,is-a,Interaction
3966042,Ego development,is-a,Psychological factor
3966042,Child care support,is-a,Social support
3966042,Education,is-a,Socioeconomic factor
3966042,Maternal age,is-a,Demographic factor
3966042,Cognitive deficit in infants,is-a,Health outcome
3966042,Higher risk subgroup,is-a,Risk group
3966042,Care-giving environment,is-a,Social environment
26079658,Out-of-school-time academic programs,is-a,recommendation for academically at-risk students
26079658,Reading-focused out-of-school-time academic programs,is-a,Out-of-school-time academic programs
26079658,Mathematics-focused out-of-school-time academic programs,is-a,Out-of-school-time academic programs
26079658,General out-of-school-time academic programs,is-a,Out-of-school-time academic programs
26079658,Out-of-school-time academic programs with minimal academic content,is-a,Out-of-school-time academic programs
26079658,Academic achievement,is-a,determinant of long-term health
26079658,Out-of-school-time academic programs,is-a,intervention implemented in racial and ethnic and minority or low-income communities
26079658,Out-of-school-time academic programs,is-a,potential tool to improve health equity
1536274,Psychotherapy Supervision Inventory,is-a,Assessment Tool
1536274,Supervisor,is-a,Role in Psychotherapy
1536274,Resident,is-a,Role in Psychotherapy
32431304,Doctor of Pharmacy (PharmD) students,is-a,student pharmacists
32431304,Pharmacists' Patient Care Process (PPCP),is-a,patient care process
32431304,Ambulatory pharmacy setting,is-a,practice setting
32431304,Institutional pharmacy setting,is-a,practice setting
18597667,Problem-based learning methodology,is-a,Teaching methodology
21249172,Office of College-wide Assessment,is-a,Organizational entity
21249172,Medical student competencies,is-a,Educational standard
21249172,Associate Dean of College-wide Assessment,is-a,Academic position
21249172,Seamless assessment system,is-a,Educational tool
21249172,Educational initiatives,is-a,Program
21249172,Data collection and feedback loops,is-a,Assessment method
21249172,Performance gaps,is-a,Educational challenge
21249172,Systems approach to assessment,is-a,Methodology
21249172,Medical education expertise,is-a,Professional skill
21249172,Better Data for Teachers,Better Data for Learners,"Better Patient Care, is-a, Guiding principle"
27293228,Faculty members,is-a,Employees in US schools of pharmacy
27293228,US schools of pharmacy,is-a,Institutions
27293228,American Association of Colleges of Pharmacy,is-a,Association
27293228,Faculty database,is-a,Data resource
27293228,Educational background,is-a,Characteristic of faculty members
27293228,Academic rank,is-a,Characteristic of faculty members
27293228,Previous training,is-a,Experience of faculty members
27293228,Established schools,is-a,Type of schools
27293228,Newer schools,is-a,Type of schools
1430462,Staff development department,is-a,department of hospitals
1430462,Organizational model,is-a,aspect of staff development department
1430462,Departmental organization,is-a,aspect of staff development department
1430462,Instructor role,is-a,aspect of staff development department
1430462,Staff title,is-a,aspect of staff development department
1430462,Core responsibilities,is-a,aspect of staff development department
1430462,Staff preparation,is-a,aspect of staff development department
1430462,Master's degree,is-a,type of staff preparation
29023502,POGIL,is-a,pedagogy
29023502,Process skills,is-a,"part of, science pedagogy"
29023502,Content teaching,is-a,"part of, science pedagogy"
29023502,POGIL,is-a,"form of, guided-inquiry activities"
20122153,Naandi Foundation,is-a,Non-profit organization
20122153,CHAMPION trial,is-a,Health intervention trial
20122153,STRIPES trial,is-a,Educational intervention trial
20122153,Control arm,is-a,Group in a trial
20122153,Intervention arm,is-a,Group in a trial
20122153,After-school academic support,is-a,Education intervention
20122153,Uniform and clothes kit,is-a,Material support intervention
20122153,Primary school students,is-a,Education system stakeholders
20122153,Community members,is-a,Intervention delivery agents
20122153,Rural Andhra Pradesh,is-a,Geographical location
20122153,Maths and language test score,is-a,Academic performance measure
20122153,Cost-benefit analysis,is-a,Economic evaluation method
12028612,Self-Determination Theory,is-a,psychological theory
12028612,Teacher-behaviours,is-a,factor influencing student engagement
12028612,Autonomy-supportive behaviour,is-a,type of teacher-behaviour
12028612,Autonomy-suppressive behaviour,is-a,type of teacher-behaviour
12028612,Relevance of schoolwork,is-a,factor influencing student engagement
12028612,Criticism-suppression,is-a,type of autonomy-suppressive behaviour
12028612,Teacher's role,is-a,factor influencing student autonomy
12028612,Provision of choice,is-a,indicator of autonomy support
19772151,USAPI health disparities,is-a,health issue
19772151,Lack of skilled healthcare workers,is-a,health service issue
19772151,Family support,is-a,social determinant of health
19772151,Financial support,is-a,social determinant of health
19772151,Personal commitment,is-a,personal determinant of health
