0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
25100416,Health Effectiveness Data and Information Set performance measures,is-a,assessment tool,,,,,'government funding',14.0
27078827,Poverty,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
27078827,Education,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
27078827,Unemployment,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
27078827,Safe housing,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
27078827,Access to nutritious food,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
32772869,Black,Indigenous,and other People of Color (BIPOC,,,,,'government funding',25.0
32772869,White residents,is-a,racial/ethnic group,,,,,'medication error',16.0
32772869,Quality of life (QoL),is-a,"self-reported, validated measure",,,,,inadequate_healthcare,23.0
32772869,Blinder-Oaxaca decomposition techniques,is-a,analytical method,,,,,'medication error',15.0
32772869,Nursing Home residents,is-a,long-stay residents,,,,,'defensive medicine',15.0
32772869,Minnesota,is-a,geographical location,,,,,'hospital readmission',16.0
32772869,Facility structural characteristics,is-a,facility factors,,,,,'medication error',14.0
32772869,Staffing levels,is-a,modifiable characteristics,,,,,'healthcare disparities',20.0
32772869,Racial/ethnic disparities in QoL,is-a,social determinant of health,,,,,'low quality maternal health',19.0
23900373,Private health system,is-a,Health system,,,,,'healthcare disparities',14.0
23900373,Constitutional Court,is-a,Legal entity,,,,,'higher mortality',12.0
23900373,Supreme Court of Chile,is-a,Legal entity,,,,,'higher mortality',12.0
23900373,Right to health care,is-a,Constitutional principle,,,,,'medication error',17.0
23900373,Nondiscrimination,is-a,Constitutional principle,,,,,'medication error',17.0
23900373,Equity in health care delivery,is-a,Health system goal,,,,,'healthcare disparities',16.0
23900373,Efficiency in health care delivery,is-a,Health system goal,,,,,'healthcare disparities',16.0
23166143,Significant minority populations,contribute to,diversity in British society,,,,,'access to preventive care',21.0
23166143,Responsive end-of-life care,is a universal need in,British society,,,,,'higher mortality',13.0
23166143,Potential for unwitting discrimination,exists in,care for terminally ill patients,,,,,'access to specialty care',23.0
23166143,Religion or faith,may influence,care for terminally ill patients,,,,,'access to specialty care',23.0
23166143,Equality Act 2010,promotes,equality in patient care,,,,,'access to preventive care',17.0
23166143,Government and professional initiatives,promise to,impact positively on patient care,,,,,'access to preventive care',22.0
23166143,Health professionals,play central role in,meeting the challenges and seizing the opportunities,,,,,'healthcare disparities',37.0
23166143,South Asian descent,is a factor in,patient's religion and faith interests,,,,,'access to specialty care',27.0
25588417,Mental Health Treatment,is-a,type of Health Care,,,,,inadequate_healthcare,11.0
25588417,Mental Illness,is-a,type of Health Condition,,,,,'government funding',18.0
25588417,Mental Health Outpatient Treatment,is-a,type of Mental Health Treatment,,,,,inadequate_healthcare,22.0
25588417,Pharmacy Treatment,is-a,type of Health Care,,,,,inadequate_healthcare,11.0
25588417,Psychotropic Drugs,is-a,type of Pharmacy Treatment,,,,,'healthcare disparities',21.0
25588417,Inpatient General Medical Care,is-a,type of Health Care,,,,,inadequate_healthcare,11.0
25588417,Emergency General Medical Care,is-a,type of Health Care,,,,,inadequate_healthcare,11.0
25588417,Acute Medical Care Expenditures,is-a,type of Health Care Cost,,,,,inadequate_healthcare,16.0
25588417,Disparities in Health Care Access,is-a,type of Health Inequality,,,,,'higher mortality',18.0
32684029,African American Males,is-a,Population Group,,,,,'medication error',10.0
32684029,Health Disparities,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
32684029,High-Grade Splenic Injuries,is-a,Health Condition,,,,,'healthcare disparities',14.0
32684029,Mortality Rate,is-a,Health Outcome,,,,,'higher mortality',14.0
30646342,Medicare's Hospital Readmissions Reduction Program,is-a,Program,,,,,'higher mortality',15.0
30646342,Safety-net hospitals,is-a,Hospitals,,,,,'hospital readmission',13.0
30646342,Disparities,is-a,Health Outcome,,,,,'higher mortality',14.0
30646342,Clinical conditions,is-a,Health Outcome,,,,,'higher mortality',14.0
30646342,Acute myocardial infarction,is-a,HRRP-targeted condition,,,,,'hospital readmission',17.0
30646342,Pneumonia,is-a,HRRP-targeted condition,,,,,'hospital readmission',17.0
30646342,Heart failure,is-a,HRRP-targeted condition,,,,,'hospital readmission',17.0
30646342,30-day readmission rates,is-a,Measure,,,,,'medication error',14.0
30646342,Patient discharges,is-a,Hospital Procedure,0.6666666666666667,,'hospital readmission',,'hospital readmission',13.0
30646342,HRRP penalties,is-a,Financial Instrument,,,,,'inaccurate diagnosis',16.0
30646342,Non-targeted conditions,is-a,Clinical Conditions,,,,,'hospital readmission',13.0
30646342,HRRP-targeted conditions,is-a,Clinical Conditions,,,,,'hospital readmission',13.0
24911098,idiopathic intracranial hypertension,has predilection for,females,,,,,'higher mortality',14.0
24911098,cerebral venous sinus thrombosis,has predilection for,females,,,,,'higher mortality',14.0
24911098,meningioma,has predilection for,females,,,,,'higher mortality',14.0
24911098,multiple sclerosis,has predilection for,females,,,,,'higher mortality',14.0
24911098,migraine,has predilection for,females,,,,,'higher mortality',14.0
24911098,breast-cancer associated neuro-ophthalmic manifestations,has predilection for,females,,,,,'higher mortality',14.0
24911098,sarcoidosis,has predilection for,females,,,,,'higher mortality',14.0
24911098,bisphosphonate-associated orbital inflammation,has predilection for,females,,,,,'higher mortality',14.0
24911098,pregnancy-related neuro-ophthalmic disorders,has predilection for,females,,,,,'higher mortality',14.0
24911098,Leber's Hereditary Optic Neuropathy,has predilection for,males,,,,,'higher mortality',15.0
37095707,Resectable Pancreas Cancer,is-a,Disease,,,,,'higher mortality',15.0
37095707,National Cancer Database,is-a,Health Data Source,,,,,'healthcare disparities',14.0
37095707,Latent Class Analysis,is-a,Statistical Method,,,,,'medication error',14.0
37095707,Minimum Expected Treatment,is-a,Treatment Method,,,,,'medication error',13.0
37095707,Optimal Treatment,is-a,Treatment Method,,,,,'medication error',13.0
37095707,Overall Survival,is-a,Health Outcome,,,,,'higher mortality',14.0
37095707,Demographic Profile,is-a,Social Determinant Factor,,,,,inadequate_healthcare,20.0
37095707,Socioeconomic Status,is-a,Social Determinant Factor,,,,,inadequate_healthcare,20.0
37095707,Insurance,is-a,Social Determinant Factor,,,,,inadequate_healthcare,20.0
37095707,Geography,is-a,Social Determinant Factor,,,,,inadequate_healthcare,20.0
37095707,Race/Ethnicity,is-a,Social Determinant Factor,,,,,inadequate_healthcare,20.0
37095707,Age,is-a,Demographic Factor,,,,,'medication error',15.0
35043194,Low income,is-a,economic factor,,,,,'medication error',14.0
35043194,Education level,is-a,social factor,,,,,'medication error',14.0
35043194,Unemployment,is-a,economic factor,,,,,'medication error',14.0
35043194,Poor housing,is-a,environmental factor,,,,,'government funding',14.0
35043194,Lack of access to healthcare,is-a,systemic factor,,,,,'higher mortality',15.0
35043194,Social support,is-a,social factor,,,,,'medication error',14.0
35043194,Community safety,is-a,environmental factor,,,,,'government funding',14.0
35043194,Poor diet,is-a,behavioral factor,,,,,'medication error',14.0
35043194,Physical inactivity,is-a,behavioral factor,,,,,'medication error',14.0
35043194,Tobacco use,is-a,behavioral factor,,,,,'medication error',14.0
37230870,Data Completeness,is-a,Data Quality Attribute,,,,,inadequate_healthcare,16.0
37230870,Data Accuracy,is-a,Data Quality Attribute,,,,,inadequate_healthcare,16.0
37230870,Disease Registry Data,is-a,Health Database Type,,,,,'healthcare disparities',16.0
37230870,EHR Data,is-a,Health Database Type,,,,,'healthcare disparities',16.0
37230870,Race/Ethnicity Data,is-a,Patient Data Type,,,,,'higher mortality',14.0
37230870,Race/Ethnicity Misclassification,is-a,Data Accuracy Issue,,,,,'inaccurate diagnosis',15.0
37230870,System-based Interventions,is-a,Data Quality Improvement Method,,,,,'low quality maternal health',18.0
37230870,Self-reported Data,is-a,Data Collection Method,,,,,'medication error',15.0
37230870,Research Purpose,is-a,Data Collection Purpose,,,,,'medication error',15.0
37230870,Quality Improvement Purpose,is-a,Data Collection Purpose,,,,,'medication error',15.0
28594767,United States,is-a,high-resource country,,,,,'higher mortality',14.0
28594767,2014 ratio,is-a,maternal mortality ratio,,,,,'higher mortality',14.0
28594767,Causes,is-a,unknown,,,,,'medication error',16.0
28594767,Causes,is-a,related to social issues,,,,,'access to specialty care',16.0
28594767,Causes,is-a,related to economic issues,,,,,'access to preventive care',20.0
28594767,Causes,is-a,related to cultural issues,,,,,'higher mortality',19.0
28594767,Causes,is-a,related to medical issues,,,,,'defensive medicine',17.0
28594767,National maternal mortality review committee,is-a,proposal,,,,,'higher mortality',14.0
28594767,National maternal mortality review committee,is-a,modeled after those in other high-resource nations,,,,,'adequate training to healthcare staff',34.0
29932352,Performance-based financing,is-a,Health reform,,,,,'medication error',13.0
29932352,Equity of access to care,is-a,Health care consideration,,,,,'healthcare disparities',12.0
29932352,Financial protection,is-a,Health care consideration,,,,,'healthcare disparities',12.0
29932352,Strategic purchasing,is-a,Health reform,,,,,'medication error',13.0
29932352,Universal health coverage,is-a,Health care target,,,,,'healthcare disparities',11.0
29932352,Low-income countries,is-a,Economic classification,,,,,'hospital readmission',18.0
29932352,Middle-income countries,is-a,Economic classification,,,,,'hospital readmission',18.0
29932352,Health reforms in Africa,is-a,Geographic-specific reform,,,,,'medication error',20.0
29932352,PBF-type interventions,is-a,Health intervention method,,,,,'healthcare disparities',18.0
27009456,Prostate Cancer,is-a,Disease,,,,,'higher mortality',15.0
27009456,Race,is-a,Demographic Variable,,,,,'defensive medicine',17.0
27009456,Age,is-a,Demographic Variable,,,,,'defensive medicine',17.0
27009456,Income,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
27009456,Education Level,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
27009456,Insurance Status,is-a,Socioeconomic Factor,,,,,'higher mortality',17.0
27009456,Treatment Received,is-a,Health Care Factor,,,,,'healthcare disparities',12.0
27009456,Gleason Score,is-a,Clinical Variable,,,,,'higher mortality',15.0
27009456,Medical Mistrust,is-a,Psychosocial Variable,,,,,'defensive medicine',17.0
27009456,Diagnosis-to-treatment Interval,is-a,Healthcare System Factor,,,,,'healthcare disparities',13.0
28346182,Poverty,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Education,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Unemployment,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Social Support,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Access to health care,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Safe Housing,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Food Security,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Air Quality,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
28346182,Water Quality,is-a,Social determinant of health,,,,,'low quality maternal health',19.0
26819337,Stem cell medicine,is-a,Health care advancement,,,,,'healthcare disparities',12.0
26819337,Socioeconomic conditions,is-a,Determinant of health outcomes,,,,,'poor obsteteric outcomes',19.0
26819337,Genetic diversity,is-a,Aspect of population,,,,,'higher mortality',17.0
26819337,Socioeconomic diversity,is-a,Aspect of population,,,,,'higher mortality',17.0
26819337,Social justice,is-a,Goal of stem cell research,,,,,inadequate_healthcare,19.0
24885492,Iran,is-a,Oil-exporting upper middle income country,,,,,'access to preventive care',31.0
24885492,Household Income and Expenditure Survey (HIES),is-a,Data source,,,,,'medication error',14.0
24885492,National Development Plans (NDPs),is-a,Government strategy,0.6666666666666667,,'government funding',,'government funding',8.0
24885492,Inequalities in health care,is-a,Health sector challenge,,,,,'healthcare disparities',17.0
24885492,Health care expenditures,is-a,Economic aspect of health care,,,,,inadequate_healthcare,17.0
24885492,Urban households,is-a,Type of households,,,,,'higher mortality',16.0
24885492,Rural households,is-a,Type of households,,,,,'higher mortality',16.0
20957446,Smoking,is-a,health risk behavior,,,,,'healthcare disparities',16.0
20957446,Obesity,is-a,health condition,,,,,'healthcare disparities',14.0
20957446,Education,is-a,social determinant of health,,,,,'low quality maternal health',19.0
20957446,Unemployment,is-a,social determinant of health,,,,,'low quality maternal health',19.0
20957446,Air pollution,is-a,environmental determinant of health,,,,,'low quality maternal health',22.0
20957446,Vaccination,is-a,preventive health measure,,,,,inadequate_healthcare,14.0
20957446,Stress,is-a,psychological determinant of health,,,,,'low quality maternal health',22.0
20957446,Alcohol consumption,is-a,health risk behavior,,,,,'healthcare disparities',16.0
20957446,Healthy diet,is-a,preventive health measure,,,,,inadequate_healthcare,14.0
20957446,Physical activity,is-a,preventive health measure,,,,,inadequate_healthcare,14.0
29173578,Racial_disparity,is-a,Health_disparity,,,,,'healthcare disparities',10.0
29173578,Clinical_delay,is-a,Health_care_access_issue,,,,,'healthcare disparities',14.0
29173578,Colon_cancer,is-a,Disease,,,,,'higher mortality',15.0
29173578,Non-Hispanic_Black_population,is-a,Racial_group,,,,,'medication error',14.0
29173578,Non-Hispanic_White_population,is-a,Racial_group,,,,,'medication error',14.0
29173578,Socioeconomic_status,is-a,Social_determinant_of_health,,,,,inadequate_healthcare,20.0
29173578,Travel_burden,is-a,Barrier_to_healthcare,,,,,inadequate_healthcare,9.0
29173578,Chicago,is-a,Geographic_location,,,,,'higher mortality',16.0
29173578,Public_hospital,is-a,Health_care_facility,,,,,'healthcare disparities',12.0
29173578,Private_hospital,is-a,Health_care_facility,,,,,'healthcare disparities',12.0
29173578,Academic_hospital,is-a,Health_care_facility,,,,,'healthcare disparities',12.0
29173578,Treatment_initiation,is-a,Medical_procedure,,,,,'medication error',11.0
29173578,Prolonged_clinical_delay,is-a,Medical_issue,,,,,'medication error',11.0
33221844,"""Health disparity""","""is-a""","""health outcome""",,,,,'higher mortality',14.0
33221844,"""Biological factors""","""is-a""","""cause of health disparities""",,,,,'healthcare disparities',14.0
33221844,"""Social factors""","""is-a""","""cause of health disparities""",,,,,'healthcare disparities',14.0
33221844,"""Economic factors""","""is-a""","""cause of health disparities""",,,,,'healthcare disparities',14.0
33221844,"""Structural racism""","""is-a""","""mediator of health disparities""",,,,,'healthcare disparities',16.0
33221844,"""Discriminatory policies""","""is-a""","""mediator of health disparities""",,,,,'healthcare disparities',16.0
33221844,"""Laboratory medicine""","""is-a""","""tool to reduce health disparities""",,,,,'healthcare disparities',19.0
33221844,"""Electronic survey""","""is-a""","""method of data collection""",,,,,'medication error',19.0
33221844,"""215 participants""","""is-a""","""sample size for survey""",,,,,'defensive medicine',18.0
33221844,"""Laboratorians""","""is-a""","""professional group""",,,,,'medication error',15.0
33221844,"""Nonlaboratorians""","""is-a""","""professional group""",,,,,'medication error',15.0
18796581,Medical Expenditure Panel Survey,is-a,data source,,,,,'medication error',14.0
18796581,Disparities,is-a,health status indicator,,,,,'healthcare disparities',17.0
18796581,Socioeconomic status,is-a,factor influencing health disparities,,,,,'healthcare disparities',23.0
18796581,Institute of Medicine's definition,is-a,disparity definition,,,,,'hospital readmission',14.0
18796581,Race/ethnicity,is-a,factor affecting health disparities,,,,,'healthcare disparities',20.0
18796581,Disparity trends,is-a,measurement of health inequalities,,,,,inadequate_healthcare,23.0
18796581,Office-based or outpatient visit,is-a,healthcare service,0.6666666666666667,,'healthcare disparities',,'healthcare disparities',10.0
18796581,Medical expenditure,is-a,measure of healthcare cost,,,,,inadequate_healthcare,15.0
23180985,Underinsured Patients,face,Treatment Challenges,,,,,'government funding',14.0
23180985,Social Factors,create,Barriers to Optimal Care,0.6666666666666667,,'access to preventive care',,'access to specialty care',12.0
37845146,Racial disparity,is-a,aspect of maternal healthcare satisfaction,,,,,'adequate training to healthcare staff',26.0
37845146,Quality of care,is-a,measure of maternal healthcare,,,,,inadequate_healthcare,15.0
37845146,Race,is-a,significant indicator for maternal healthcare satisfaction,,,,,'adequate training to healthcare staff',38.0
37845146,Age,is-a,significant indicator for maternal healthcare satisfaction,,,,,'adequate training to healthcare staff',38.0
37845146,Income,is-a,significant indicator for maternal healthcare satisfaction,,,,,'adequate training to healthcare staff',38.0
37845146,Patient perception,is-a,recommended area for further in-depth research,,,,,'access to preventive care',34.0
25135343,Racial/ethnic disparities,is-a,health care issue,,,,,'healthcare disparities',11.0
25135343,Clinical outcomes,is-a,measure of health care quality,,,,,inadequate_healthcare,19.0
25135343,Risk factor prevalence,is-a,potential cause of health disparities,,,,,'healthcare disparities',21.0
25135343,Control of risk factors,is-a,potential cause of health disparities,,,,,'healthcare disparities',21.0
25135343,Use of evidence-based procedures and medications,is-a,factor in health care quality,,,,,inadequate_healthcare,19.0
25135343,Social and environmental factors,is-a,potential cause of health disparities,,,,,'healthcare disparities',21.0
25135343,Lower-quality health care providers and institutions,is-a,barrier to accessing care,0.6666666666666667,,'access to preventive care',,'access to preventive care',15.0
25135343,Stereotyping and bias in medicine,is-a,contributor to treatment differences,,,,,'access to preventive care',24.0
25135343,Health policy changes,is-a,intervention for improving health care,,,,,'access to preventive care',25.0
25135343,Quality improvement programs,is-a,intervention for improving health care,,,,,'access to preventive care',25.0
25135343,Culturally targeted community and clinic-based interventions,is-a,intervention for improving health care,,,,,'access to preventive care',25.0
30462724,Kidney transplant evaluation,is-a,Medical Procedure,,,,,'medication error',11.0
30462724,Dialysis,is-a,Medical Treatment,,,,,'medication error',12.0
30462724,Diabetes,is-a,Chronic Disease,,,,,'defensive medicine',15.0
30462724,Physical limitation,is-a,Health Condition,,,,,'healthcare disparities',14.0
30462724,Socioeconomic characteristics,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30462724,Kidney transplant waitlist,is-a,Medical Procedure,,,,,'medication error',11.0
30462724,Coronary artery disease,is-a,Cardiovascular Disease,,,,,'inaccurate diagnosis',17.0
30462724,Peripheral vascular disease,is-a,Cardiovascular Disease,,,,,'inaccurate diagnosis',17.0
30462724,Illegal drug use history,is-a,Behavioral Risk Factor,,,,,'hospital readmission',17.0
30462724,Caregiver absence,is-a,Social Determinant of Health,,,,,'low quality maternal health',19.0
30462724,O blood type,is-a,Biological Trait,,,,,'higher mortality',15.0
30462724,Cardiovascular morbidity,is-a,Health Outcome,,,,,'higher mortality',14.0
30462724,UNOS listing,is-a,Medical Procedure,,,,,'medication error',11.0
30462724,Indigenous American race,is-a,Ethnic Group,,,,,'medication error',13.0
30462724,Non-Hispanic white American race,is-a,Ethnic Group,,,,,'medication error',13.0
29267828,Dental care,is-a,health care service,,,,,'healthcare disparities',11.0
29267828,Sobral,is-a,city,,,,,'higher mortality',15.0
29267828,Ceará,is-a,state,,,,,'higher mortality',15.0
29267828,Brazil,is-a,country,,,,,'medication error',15.0
29267828,Immediate dental care,is-a,dental care,,,,,inadequate_healthcare,12.0
29267828,Lack of dental care,is-a,health care issue,,,,,'healthcare disparities',11.0
29267828,Restorative treatment,is-a,dental treatment,,,,,'hospital readmission',14.0
29267828,Socioeconomic conditions,is-a,social determinant of health,,,,,'low quality maternal health',19.0
29267828,Oral health services,is-a,health care service,,,,,'healthcare disparities',11.0
29267828,Low socioeconomic status,is-a,risk factor,,,,,'higher mortality',14.0
29267828,Young people,is-a,population group,,,,,'medication error',10.0
29267828,Life course perspective,is-a,research methodology,,,,,'defensive medicine',17.0
29267828,Cohort study,is-a,type of study,,,,,'higher mortality',14.0
21710946,Obesity,is-a,Health Issue,,,,,'healthcare disparities',14.0
21710946,Smoking,is-a,Health Behavior,,,,,'higher mortality',14.0
21710946,Education,is-a,Socioeconomic factor,,,,,'higher mortality',17.0
21710946,Pollution,is-a,Environmental factor,,,,,'government funding',14.0
32157486,HIV/STI risk,is-a,health disparity,,,,,'healthcare disparities',9.0
32157486,Heterosexual African American youth,is-a,at-risk population,,,,,'higher mortality',15.0
