0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
28937462,Traumatic fractures of the thoracolumbar spine,can cause,neurological deficits,,,,,psychological effect,10.0
28937462,Traumatic fractures of the thoracolumbar spine,can cause,disability,,,,,social policy,9.0
28937462,Traumatic fractures of the thoracolumbar spine,can cause,deformity,,,,,'preterm birth',10.0
28937462,Traumatic fractures of the thoracolumbar spine,can cause,pain,,,,,'leaking roof',11.0
28937462,Traumatic fractures of the thoracolumbar spine,represent,economic burden to society,,,,,'commuting time to work',18.0
28937462,Spinal instability,is an important task for assessment by,spine surgeons,,,,,suicide attempts,11.0
28937462,Spinal instability,lacks,clinically applicable definition,,,,,'inadequate ventilation',22.0
37019584,Social determinants of health,is-a,social condition,0.6666666666666667,,social policy,,social policy,7.0
37019584,Social determinants of health,is-a,environment aspect,0.6666666666666667,,work environment,,work environment,12.0
37019584,Social determinants of health,is-a,geographic location factor,,,,,protective factor,15.0
37019584,Social determinants of health,is-a,health care access factor,0.6,,factor influencing health,,protective factor,15.0
37019584,Social determinants of health,is-a,nutrition aspect,,,,,nutritional deficiency,10.0
37019584,Social determinants of health,is-a,socioeconomic factor,0.6666666666666667,,protective factor,,psychological factor,10.0
37019584,Economic stability,is-a,domain of Social determinants of health,,,,,factor influencing health,25.0
37019584,Education,is-a,domain of Social determinants of health,,,,,factor influencing health,25.0
37019584,Health care access and quality,is-a,domain of Social determinants of health,,,,,factor influencing health,25.0
37019584,Social and community context,is-a,domain of Social determinants of health,,,,,factor influencing health,25.0
37019584,Neighborhood and built environment,is-a,domain of Social determinants of health,,,,,factor influencing health,25.0
37019584,Cardiovascular care,is-a,area impacted by Social determinants of health,,,,,factor influencing health,31.0
31332597,Transactional sex,is-associated-with,socioeconomic disadvantage,,,,,domestic violence,18.0
31332597,Transactional sex,is-associated-with,HIV risk,,,,,social policy,10.0
31332597,Transactional sex,is-distinguished-from,sex work,0.6666666666666667,,work environment,,social policy,10.0
31332597,Food insecurity,is-a,"predictor of, transactional sex",,,,,service professionals,20.0
31332597,Housing instability,is-a,"predictor of, transactional sex",,,,,service professionals,20.0
31332597,Substance abuse,is-a,"predictor of, transactional sex",,,,,service professionals,20.0
31332597,Partner incarceration,is-a,"predictor of, transactional sex",,,,,service professionals,20.0
33356537,Food insecurity,is-a,public health issue,0.5,,mental health issue,,mental health issue,6.0
33356537,Socioeconomic challenges,is-a,risk factor for food insecurity,,,,,'risk of vector borne disease',18.0
33356537,Health issues,is-a,risk factor for food insecurity,,,,,'risk of vector borne disease',18.0
33356537,Food Insecurity prevalence,is-a,research domain,,,,,'leaking roof',12.0
33356537,Health status,is-a,research domain,,,,,'leaking roof',12.0
33356537,Dietary practices,is-a,research domain,,,,,'leaking roof',12.0
33356537,Health care utilization,is-a,research domain,,,,,'leaking roof',12.0
33356537,Economic instability,is-a,research domain,,,,,'leaking roof',12.0
33356537,Homelessness/housing instability,is-a,research domain,,,,,'leaking roof',12.0
33356537,Food program participation,is-a,research domain,,,,,'leaking roof',12.0
33356537,Community/emergency preparedness,is-a,research domain,,,,,'leaking roof',12.0
33356537,Scoping literature review,is-a,research method,,,,,'preterm birth',11.0
33356537,Data extraction,is-a,research method,,,,,'preterm birth',11.0
33356537,Critical review,is-a,research method,,,,,'preterm birth',11.0
34812655,Chronic obstructive pulmonary disease,is-a,Chronic disease,,,,,domestic violence,11.0
34812655,Economic instability,is-a,Social determinant of health,,,,,factor influencing health,18.0
34812655,Stress,is-a,Psychological determinant of health,,,,,psychological effect,17.0
34812655,Financial insecurity,is-a,Economic instability,,,,,'job insecurity',13.0
34812655,Housing insecurity,is-a,Economic instability,,,,,'job insecurity',13.0
34812655,Food insecurity,is-a,Economic instability,,,,,'job insecurity',13.0
34812655,Chronic obstructive pulmonary disease management programs,is-a,Health care program,,,,,mental health problem,12.0
34812655,Multinomial logistic models,is-a,Statistical Model,,,,,social policy,12.0
34812655,Behavioral Risk Factor Surveillance System,is-a,Health survey,,,,,social policy,11.0
34812655,'Social Determinants of Health' module,is-a,part of Behavioral Risk Factor Surveillance System,,,,,'lack of medical services near home',34.0
35765164,Pre-exposure prophylaxis (PrEP) uptake,is-a,HIV prevention strategy,,,,,'preterm birth',16.0
35765164,Men who have sex with men (MSM),is-a,at-risk group for HIV,,,,,'risk of cancer',14.0
35765164,Emerging adulthood,is-a,period of increased vulnerability to HIV,,,,,'risk of adverse kidney outcomes',26.0
35765164,Young MSM,is-a,subgroup of MSM,,,,,social policy,12.0
35765164,Mid-Atlantic urban metropolitan region of the U.S.,is-a,geographic area,,,,,'low wage job',13.0
35765164,Social identity support,is-a,factor influencing PrEP engagement,0.6,,factor influencing health,,factor influencing health,13.0
35765164,Descriptive PrEP norms,is-a,factor influencing PrEP engagement,0.6,,factor influencing health,,factor influencing health,13.0
35765164,Economic instability,is-a,potential barrier to PrEP engagement,,,,,'higher risk to pregnanat women',23.0
35765164,PrEP engagement,is-a,measure of HIV prevention strategy uptake,,,,,'risk of vector borne disease',28.0
35765164,Socioecological model,is-a,framework for studying PrEP engagement,,,,,work environment,26.0
35765164,Community capacity building,is-a,strategy for increasing PrEP engagement,,,,,factor influencing health,27.0
32523231,Economic instability,is-a,Social determinant of health,,,,,factor influencing health,18.0
32523231,Employment,is-a,Component of economic instability,0.6,,'instability of supply',,'poor ergonomics',22.0
32523231,Income,is-a,Component of economic instability,0.6,,'instability of supply',,'poor ergonomics',22.0
32523231,Financial well-being,is-a,Component of economic instability,0.6,,'instability of supply',,'poor ergonomics',22.0
32523231,Social policy,is-a,Factor influencing economic instability,0.6,,factor influencing health,,factor influencing health,17.0
32523231,Employment instability,is-a,Aspect of economic instability,0.6,,'instability of supply',,'poor ergonomics',20.0
32523231,Family structure,is-a,Social determinant of health,,,,,factor influencing health,18.0
32523231,Workplace regulations,is-a,Social policy,0.0,0.0,social policy,social policy,social policy,0.0
32523231,Child-care subsidies,is-a,Social policy,0.0,0.0,social policy,social policy,social policy,0.0
33046932,Complex emergencies,is-a,major humanitarian emergencies,,,,,micronutrient deficiencies,17.0
33046932,Natural disasters,is-a,emergencies,,,,,'poor ergonomics',11.0
33046932,Major disease outbreaks,is-a,emergencies,,,,,'poor ergonomics',11.0
33046932,National Veterinary Services,is-a,external interventions,,,,,nutritional intervention,8.0
33046932,Multisector integrated disaster management plans,is-a,preparedness and response strategies,,,,,'depression from etoh abuse',24.0
33046932,Mitigation,is-a,"part of, disaster management plans",,,,,factor influencing health,24.0
33046932,Prevention,is-a,"part of, disaster management plans",,,,,factor influencing health,24.0
33046932,Recovery strategies,is-a,"part of, disaster management plans",,,,,factor influencing health,24.0
33046932,Animal-health-related interventions,is-a,"part of, National Veterinary Services' responsibilities",,,,,'lack of medical services near home',36.0
33046932,Displaced people,is-a,affected parties in complex emergencies,,,,,adverse childhood experiences,24.0
33046932,Host communities,is-a,affected parties in complex emergencies,,,,,adverse childhood experiences,24.0
33046932,Pastoralists,is-a,affected parties in complex emergencies,,,,,adverse childhood experiences,24.0
32568157,Job insecurity,is a type of,employment-related economic stress,,,,,'poor ergonomics',23.0
32568157,Financial stress,is a type of,income-related economic stress,,,,,'poor ergonomics',20.0
32568157,Safety injuries,is a result of,economic stress,,,,,psychological distress,10.0
32568157,Accidents under-reporting,is a result of,economic stress,,,,,psychological distress,10.0
32568157,Economic stress,is a result of,emotional contagion,,,,,'poor sanitation',12.0
32568157,Financial strain,is a result of,anger-contagion,,,,,'poor sanitation',10.0
32568157,Job insecurity,is a result of,anger-contagion,,,,,'poor sanitation',10.0
32568157,Reduced economic stress,is a result of,joy-contagion,,,,,'poor sanitation',10.0
32604457,Terrorism,is-a,Major Threat,,,,,'poor sanitation',12.0
32604457,Economic Instability,is-a,Major Threat,,,,,'poor sanitation',12.0
32604457,Poverty,is-a,Major Threat,,,,,'poor sanitation',12.0
32604457,Natural Disasters,is-a,Major Threat,,,,,'poor sanitation',12.0
32604457,Infectious Diseases,is-a,Minor Problem,,,,,social policy,11.0
32604457,COVID-19,is-a,Global Pandemic,,,,,social policy,10.0
32604457,Gastrointestinal Disorders,is-a,Health Problem for Travelers,0.6,,mental health problem,,service professionals,19.0
32604457,Dermatoses,is-a,Health Problem for Travelers,0.6,,mental health problem,,service professionals,19.0
32604457,Respiratory Infections,is-a,Health Problem for Travelers,0.6,,mental health problem,,service professionals,19.0
32604457,Fevers of Unknown Origin,is-a,Health Problem for Travelers,0.6,,mental health problem,,service professionals,19.0
32604457,Medical Interview,is-a,Foundation of Post-travel Screening Process,,,,,'occupational tree at work',30.0
32604457,Physical Examination,is-a,Method for Detecting Illnesses,,,,,'cardiovascular illness',19.0
32604457,Diagnostic Tests,is-a,Method for Detecting Illnesses,,,,,'cardiovascular illness',19.0
24753897,health systems,is-a,"provider of, quality health care",,,,,mental health issue,21.0
24753897,health systems,is-a,"protector against, impoverishing health costs",,,,,factor influencing health,27.0
24753897,infertility treatment,is-a,"cause of, catastrophic expenditure",,,,,adverse childhood experiences,23.0
24753897,infertility,is-a,"cause of, economic instability",0.6,,'instability of supply',,'poor ergonomics',21.0
24753897,infertility,is-a,"cause of, other economic disadvantages",,,,,'lack of air conditioning',25.0
24753897,out-of-pocket payment,is-a,"form of, patient's financial burden",,,,,'occupational tree at work',25.0
24753897,economic implications,is-a,"factor in, infertility treatment",,,,,factor influencing health,18.0
32434030,Mesopotamian culture,is-a,dawn of civilization,,,,,'poor sanitation',13.0
32434030,Asu and Asipu,is-a,physicians,,,,,'peeling paints',11.0
32434030,Therapeutic and divinatory,is-a,forms of medicine,,,,,'risk of cancer',11.0
32434030,Code of Hammurabi,is-a,regulation framework for surgical procedures,,,,,history of domestic violence,31.0
32434030,Neurosurgery in present-day Iraq,is-a,challenge,,,,,social policy,10.0
32434030,Neurosurgeons in Iraq,is-a,professional group,,,,,protective factor,12.0
32434030,Political,social,"and economic instability, is-a, condition in Iraq",,,,,'lack of air conditioning',32.0
32434030,Progress in neurosurgery in Iraq,is-a,achievement,,,,,work environment,10.0
37427266,Novelcoronavirus-19,is a,Pandemic,,,,,social policy,10.0
37427266,Sustainability Oriented Innovation System,is a,Economic Policy System,,,,,social policy,14.0
37427266,GDP growth rate,is a,Indicator of Economic Stability,,,,,'poor ergonomics',21.0
37427266,Fixed Effect Methods,is a,Empirical Analysis Method,,,,,mental health issue,17.0
37427266,Innovation input index and innovation output index,are a,Measurement of Sustainability Oriented Innovation System,,,,,'degree of responsibility and accountability at work',40.0
37427266,Policymakers,are a,Decision-Makers,,,,,'risk of cancer',11.0
37427266,Economic stability,is a,Parameter of Economic Health,,,,,factor influencing health,16.0
33920282,Breast cancer diagnosis,is a,Medical diagnosis,,,,,social policy,12.0
33920282,Economic crisis,is a,Socio-economic factor,,,,,protective factor,11.0
33920282,Therapeutic management,is a,Medical treatment,,,,,work environment,12.0
33920282,Early-stage breast cancer,is a,Stage of breast cancer,0.6,,'risk of cancer',,'risk of cancer',13.0
33920282,Advanced-stage breast cancer,is a,Stage of breast cancer,0.6,,'risk of cancer',,'risk of cancer',13.0
33920282,Pre-crisis,is a,Time period,,,,,social policy,9.0
33920282,Crisis,is a,Time period,,,,,social policy,9.0
33920282,Post-crisis,is a,Time period,,,,,social policy,9.0
30579236,Stress,is-a,biological system alteration,,,,,nutritional intervention,18.0
30579236,Social disadvantages,is-a,stress source,,,,,social policy,9.0
30579236,Family conditions,is-a,early childhood development modifier,,,,,adverse childhood experiences,22.0
30579236,Family social and economic conditions,is-a,stress source during childhood,,,,,'house dust mites',22.0
30579236,Early childhood conditions,is-a,physiological stress indicator,,,,,psychological distress,15.0
30579236,Family social and economic instability,is-a,cause of immune system dysregulation,,,,,'risk of vector borne disease',24.0
30579236,DNA shedding of the Epstein-Barr virus,is-a,indicator of immune system dysregulation,,,,,history of domestic violence,27.0
30579236,Adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'exposure to lead paints and lead pipes',41.0
30579236,EBV-infected adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'exposure to lead paints and lead pipes',41.0
30579236,Family structure changes,is-a,form of early childhood family instability,,,,,adverse childhood experiences,28.0
30579236,Economic insecurity,is-a,form of early childhood family instability,,,,,adverse childhood experiences,28.0
34811867,Food insecurity,is-a,Social determinant of health,,,,,factor influencing health,18.0
34811867,Housing instability,is-a,Social determinant of health,,,,,factor influencing health,18.0
34811867,Dietary quality,is-a,Indicator of health,,,,,suicide attempts,14.0
34811867,Food insecurity,is-a,Economic instability,,,,,'job insecurity',13.0
34811867,Housing instability,is-a,Economic instability,,,,,'job insecurity',13.0
34811867,US dietary guidelines,is-a,Standard for good dietary quality,,,,,'lack of air conditioning',25.0
34811867,Federal food assistance benefit,is-a,Aid for food insecurity,,,,,'job insecurity',12.0
34811867,Children with Sickle Cell Disease,is-a,Affected group by Social determinant of health,,,,,factor influencing health,30.0
34811867,Black and Hispanic Communities,is-a,Under-resourced US communities,,,,,'chromosomal abnormalities',20.0
34811867,Screening for food insecurity and housing instability,is-a,Method to identify nutrition-related social needs,,,,,micronutrient deficiencies,34.0
35720928,Economic Security,is-a,Theoretical Issue,,,,,mental health issue,11.0
35720928,Economic Instability,is-a,Factor of Financial Market Stability,,,,,factor influencing health,20.0
35720928,Economic Fluctuation,is-a,Research Topic,,,,,social policy,10.0
35720928,Economic Security Forecasting,is-a,Decision-making Factor,,,,,protective factor,13.0
35720928,Economic Security Early Warning System,is-a,Research Content,,,,,'risk of cancer',11.0
35720928,CNN-SVM Algorithm,is-a,Support for Early Warning Model,,,,,'low household income',21.0
35720928,ReLU Activation Function,is-a,Tool for CNN Network,,,,,'poor sanitation',13.0
35720928,RBF Function,is-a,Tool for SVM,,,,,social policy,10.0
35720928,Economic Security State,is-a,Subject of Evaluation,,,,,protective factor,14.0
32876252,Marital violence,is-a,Domestic violence,0.0,0.0,domestic violence,domestic violence,domestic violence,0.0
32876252,Intimate Partner Violence,is-a,Domestic violence,0.0,0.0,domestic violence,domestic violence,domestic violence,0.0
32876252,Economic instability,is-a,Social determinant of health,,,,,factor influencing health,18.0
32876252,Alcohol and other drugs use/abuse,is-a,Social determinant of health,,,,,factor influencing health,18.0
32876252,Weaker women's support network,is-a,Social determinant of health,,,,,factor influencing health,18.0
32876252,Pandemic-related violence,is-a,Social determinant of health,,,,,factor influencing health,18.0
32876252,Narrative review,is-a,Literature review,,,,,'leaking roof',13.0
32876252,English descriptors,is-a,Search terms,,,,,'leaking roof',11.0
32876252,PubCovid-19 platform,is-a,Database,,,,,'low wage job',12.0
32876252,United States National Library of Medicine,is-a,Database,,,,,'low wage job',12.0
32876252,Excerpta Medica,is-a,Database,,,,,'low wage job',12.0
32876252,COVID-19,is-a,Pandemic,,,,,social policy,10.0
22475120,Parasitic infestation,is-a,common health problem in developing countries,,,,,mental health problem,30.0
22475120,Children,are-a,vulnerable group to parasitic infestations,,,,,'inadequate ventilation',29.0
22475120,Malnutrition,is-a,health problem resulting from parasitic infestations,,,,,'obesity from poor nutrition',34.0
22475120,Iron-deficiency anemia,is-a,health problem resulting from parasitic infestations,,,,,'obesity from poor nutrition',34.0
22475120,Surgical morbidities,are-a,health problem resulting from parasitic infestations,,,,,'obesity from poor nutrition',34.0
22475120,Impaired cognitive function,is-a,health problem resulting from parasitic infestations,,,,,'obesity from poor nutrition',34.0
22475120,Impaired educational achievement,is-a,health problem resulting from parasitic infestations,,,,,'obesity from poor nutrition',34.0
22475120,Surgical intervention,is-a,treatment for serious complications caused by parasitic infestations,,,,,'proximity to solid waste incinerators',48.0
22475120,Amoebic colitis,is-a,condition caused by protozoan infections,,,,,nutritional intervention,27.0
22475120,Liver abscess,is-a,condition caused by protozoan infections,,,,,nutritional intervention,27.0
22475120,Intestinal obstruction,is-a,condition caused by Ascaris lumbricoides,,,,,'hygiene factors in office',30.0
35903894,Psychological Effects,is-a,Result of COVID-19,,,,,amount of workload,11.0
35903894,PubMed database,is-a,Source of Studies,,,,,'house dust mites',11.0
35903894,Anxiety,is-a,Psychological Effect,0.0,0.0,psychological effect,psychological effect,psychological effect,0.0
35903894,Depression,is-a,Psychological Effect,0.0,0.0,psychological effect,psychological effect,psychological effect,0.0
35903894,Stress,is-a,Psychological Effect,0.0,0.0,psychological effect,psychological effect,psychological effect,0.0
35903894,Urban Living,is-a,Protective Factor,0.0,0.0,protective factor,protective factor,protective factor,0.0
35903894,Economic Stability,is-a,Protective Factor,0.0,0.0,protective factor,protective factor,protective factor,0.0
35903894,Living with Parents,is-a,Protective Factor,0.0,0.0,protective factor,protective factor,protective factor,0.0
35903894,COVID-19 infection in family,is-a,Risk Factor,0.6666666666666667,,protective factor,,'risk of cancer',8.0
34118735,SARS-CoV-2,is-a,novel virus,,,,,social policy,10.0
34118735,SARS-CoV-2,is-a,cause of global health crisis,,,,,mental health issue,17.0
34118735,Antiviral drug,is-a,potential solution for SARS-CoV-2,,,,,'poor utilization of food',22.0
34118735,Drug repurposing,is-a,strategy for combating SARS-CoV-2,,,,,'anxiety over shopping for food',23.0
34118735,Co-infections,is-a,threat in the context of SARS-CoV-2,,,,,'running out of food',24.0
34118735,Proteins encoded by the SARS-CoV-2 genome,are-a,potential target for drug discovery,,,,,'risk of vector borne disease',24.0
34118735,COVID-19,is-a,disease caused by SARS-CoV-2,,,,,'house dust mites',21.0
34118735,Review,is-a,source of information about SARS-CoV-2,,,,,'poor utilization of food',26.0
35895432,Yemen,is-a,Country,,,,,social policy,11.0
35895432,Yemeni people,is-a,Population,,,,,'poor sanitation',10.0
35895432,COVID-19 pandemic,is-a,Global health crisis,,,,,mental health issue,9.0
35895432,Famine,is-a,Humanitarian crisis,,,,,'leaking roof',15.0
35895432,Inflated currency,is-a,Economic instability,,,,,'job insecurity',13.0
35895432,Child marriages,is-a,Social issue,0.6666666666666667,,social policy,,social policy,6.0
35895432,Humanitarian assistance,is-a,Aid,,,,,social policy,11.0
35895432,Severe food scarcity,is-a,Crisis,,,,,social policy,11.0
35895432,Global and local governments,is-a,Decision-makers,,,,,'risk of cancer',11.0
35239676,Economic security,is-a,economic aspect of life,,,,,'noise level at home',17.0
35239676,Financial stability,is-a,aspect of economic security,,,,,'poor ergonomics',17.0
35239676,Improved living standards,is-a,aspect of economic security,,,,,'poor ergonomics',17.0
35239676,Economic affordability of food,is-a,indicator of economic security,,,,,'poor ergonomics',20.0
35239676,Expenditures on food,is-a,indicator of economic affordability of food,0.6666666666666667,,'unavailability of food',,'unavailability of food',27.0
35239676,GDP per capita,is-a,indicator of economic security,,,,,'poor ergonomics',20.0
35239676,Income level,is-a,indicator of economic security,,,,,'poor ergonomics',20.0
35239676,Economic protection,is-a,aspect of economic security,,,,,'poor ergonomics',17.0
35239676,Economic instability,is-a,challenge to economic security,,,,,'job insecurity',21.0
35239676,Low level of economic affordability of food,is-a,challenge to economic security,,,,,'job insecurity',21.0
33716899,COVID-19,is-a,Health crisis,,,,,'leaking roof',11.0
33716899,Lockdown,is-a,Response to COVID-19,,,,,'house dust mites',15.0
33716899,Economic slowdown,is-a,Impact of COVID-19,,,,,amount of workload,11.0
33716899,Financial stability,is-a,Economic indicator,,,,,protective factor,12.0
33716899,ARDL model,is-a,Statistical tool,,,,,social policy,12.0
33716899,Spillover impact,is-a,Global economic effect,,,,,psychological effect,13.0
33716899,Financial instability,is-a,Economic condition,,,,,'poor sanitation',12.0
33716899,Economic cycle,is-a,Economic condition,,,,,'poor sanitation',12.0
33716899,Smart lockdown,is-a,COVID-19 policy strategy,,,,,social policy,15.0
33716899,Lockdown checklist,is-a,Smart lockdown strategy,,,,,amount of workload,18.0
33716899,Lockdown tasks,is-a,Smart lockdown strategy,,,,,amount of workload,18.0
33716899,Close-down stock take or count,is-a,Smart lockdown strategy,,,,,amount of workload,18.0
35953877,Climate change,is-a,existential crisis,,,,,social policy,13.0
35953877,Greenhouse gas levels,is-a,factor of climate change,,,,,factor influencing health,15.0
35953877,Global mean surface temperature,is-a,indicator of climate change,,,,,'noise level at home',19.0
35953877,Extreme weather events,is-a,result of climate change,,,,,'risk of cancer',16.0
35953877,Deterioration of food,water and air quality,"is-a, result of climate change",,,,,'inadequate plumbing',21.0
35953877,Economic and political instability,is-a,result of climate change,,,,,'risk of cancer',16.0
35953877,Mass population migration,is-a,result of climate change,,,,,'risk of cancer',16.0
35953877,Decreased food security,is-a,result of climate change,,,,,'risk of cancer',16.0
35953877,Increase in vector-borne infectious disease,is-a,result of climate change,,,,,'risk of cancer',16.0
35953877,Healthcare resources,is-a,requirement for climate change mitigation,,,,,'inadequate ventilation',28.0
35953877,Climate change,is-a,determinant of humanity's survival,,,,,amount of workload,25.0
35953877,Pregnant persons,is-a,vulnerable group to climate change,,,,,'inadequate plumbing',24.0
35953877,Women,is-a,adversely affected group by climate change,,,,,adverse childhood experiences,28.0
33150501,Type 2 Diabetes,is a,Chronic Disease,,,,,domestic violence,11.0
33150501,Insurance Coverage,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Economic Instability,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Employment,is a,Aspect of Economic Instability,0.6,,'instability of supply',,'poor ergonomics',20.0
33150501,Out-of-pocket expenses,is a,Aspect of Economic Instability,0.6,,'instability of supply',,'poor ergonomics',20.0
33150501,Food Insecurity,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Education and Literacy,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Access to Quality Health Care,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Health systems designed to effectively manage chronic disease,is a,Aspect of Quality Health Care,,,,,mental health issue,17.0
33150501,Neighborhood and the built environment,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Housing,is a,Aspect of Neighborhood and Built Environment,,,,,'lack of air conditioning',29.0
33150501,Social and Community Context,is a,Social Determinant of Health,,,,,factor influencing health,18.0
33150501,Discrimination,is a,Aspect of Social and Community Context,,,,,'lack of air conditioning',25.0
38026276,Adverse economic events,is-a,economic instability,,,,,'job insecurity',13.0
38026276,Unexpected medical expenses,is-a,adverse economic events,,,,,'poor ergonomics',15.0
38026276,Job loss,is-a,adverse economic events,,,,,'poor ergonomics',15.0
38026276,Pay reduction,is-a,adverse economic events,,,,,'poor ergonomics',15.0
38026276,Death of a family member,is-a,adverse economic events,,,,,'poor ergonomics',15.0
38026276,Increased debt,is-a,adverse economic events,,,,,'poor ergonomics',15.0
38026276,Moderate hunger,is-a,hunger level,,,,,'preterm birth',12.0
38026276,Severe hunger,is-a,hunger level,,,,,'preterm birth',12.0
38026276,Household Hunger Scale,is-a,assessment tool,,,,,'leaking roof',11.0
38026276,Cross-sectional survey,is-a,research method,,,,,'preterm birth',11.0
38026276,Food pantry users,is-a,study participants,,,,,suicide attempts,12.0
