Phrase,PMID,Title,Abstract,Response
Healthcare disparity,32751946,"Can Health Disparity Be Eliminated? The Role of Family Doctor Played in Shanghai, China.","[StringElement('<i>Background</i>: Globally, the elimination of health disparity is a significant policy target. Primary health care has been implemented as a strategy to achieve this target in China for almost 10 years. This study examined whether family doctor (FD) policy in Shanghai contributed to eliminating health disparity as expected.', attributes={'Label': 'UNLABELLED'}), StringElement('System dynamics modeling was performed to construct and simulate a system of health disparity formation (business-as-usual (BAU) scenario, without any interventions), a system with FD intervention (FD scenario), and three other systems with supporting policies (Policy 1/Policy 2/Policy hybrid scenario) from 2013 to 2050. Health disparities were simulated in different scenarios, making it possible to compare the BAU results with those of FD intervention and with other policy interventions.', attributes={'Label': 'METHODS'}), StringElement('System dynamics models showed that the FD policy would play a positive role in reducing health disparities in the initial stage, and medical price control-rather than health management-was the dominant mechanism. However, in this model, the health gap was projected to expand again around 2039. The model examined the introduction of two intervention policies, with findings showing that the policy focused on socioeconomic status improvement would be more effective in reducing health disparities, suggesting that socioeconomic status is the fundamental cause of these disparities.', attributes={'Label': 'FINDINGS'}), StringElement('The results indicate that health disparities could be optimized, but not eliminated, as long as differences in socioeconomic status persists.', attributes={'Label': 'CONCLUSIONS'})]","From the text provided, here are the RDF triples that can be extracted featuring an ""is-a"" relationship:

1. (Primary health care, is-a, strategy to eliminate health disparity)
2. (FD policy, is-a, intervention to reduce health disparities)
3. (System dynamics modeling, is-a, method to simulate health disparity formation)
4. (BAU scenario, is-a, simulation of health disparity without interventions)
5. (FD scenario, is-a, simulation of health disparity with FD intervention)
6. (Policy 1/Policy 2/Policy hybrid scenario, is-a, simulations of health disparity with supporting policies)
7. (Medical price control, is-a, dominant mechanism in reducing health disparities)
8. (Socioeconomic status, is-a, fundamental cause of health disparities)."
Healthcare disparity,21563622,Estimating the economic burden of racial health inequalities in the United States.,"['The primary hypothesis of this study is that racial/ethnic disparities in health and health care impose costs on numerous aspects of society, both direct health care costs and indirect costs such as loss of productivity. The authors conducted three sets of analysis, assessing: (1) direct medical costs and (2) indirect costs, using data from the Medical Expenditure Panel Survey (2002-2006) to estimate the potential cost savings of eliminating health disparities for racial/ethnic minorities and the productivity loss associated with health inequalities for racial/ethnic minorities, respectively; and (3) costs of premature death, using data from the National Vital Statistics Reports (2003-2006). They estimate that eliminating health disparities for minorities would have reduced direct medical care expenditures by about $230 billion and indirect costs associated with illness and premature death by more than $1 trillion for the years 2003-2006 (in 2008 inflation-adjusted dollars). We should address health disparities because such inequities are inconsistent with the values of our society and addressing them is the right thing to do, but this analysis shows that social justice can also be cost effective.']","In the context of the provided text, no explicit is-a relationships are identified that can be used to form RDF triples. However, if we interpret some information broadly, we might suggest the following generalized RDF triples:

1. (Direct medical costs, is-a, aspect of health care costs)
2. (Indirect costs, is-a, aspect of health care costs)
3. (Productivity loss, is-a, type of indirect cost)
4. (Premature death, is-a, health disparity)
5. (Health disparities, is-a, societal issue)
6. (Racial/ethnic disparities, is-a, type of health disparities)
7. (Potential cost savings, is-a, result of eliminating health disparities)
8. (Social justice, is-a, motivation for addressing health disparities)

Please note that RDF triples usually require specific relationships, and the provided text does not explicitly provide these. The above suggestions are based on an interpretation of the text."
Healthcare disparity,24602572,"Reframing the disparities agenda: a time to rethink, a time to focus.",Abstract not available,"Apologies for any confusion, but without a specific text or context, it's challenging to extract specific RDF triples. Here are a few general RDF triples relating to social determinants of health:

1. (Poverty, is-a, Social Determinant of Health)
2. (Education, is-a, Social Determinant of Health)
3. (Unemployment, is-a, Social Determinant of Health)
4. (Income Inequality, is-a, Social Determinant of Health)
5. (Environment, is-a, Social Determinant of Health)
6. (Access to Healthcare, is-a, Social Determinant of Health)
7. (Housing, is-a, Social Determinant of Health)
8. (Social Exclusion, is-a, Social Determinant of Health)
9. (Food Security, is-a, Social Determinant of Health)

Please note that these are generalized RDF triples and should be modified based on actual text or context."
Healthcare disparity,23046302,From documenting to eliminating disparities in mental health care for Latinos.,"[""The U.S. Surgeon General's report Mental Health: Culture, Race and Ethnicity--A Supplement to Mental Health: A Report of the Surgeon General (U.S. Department of Health and Human Services, 2001) identified significant disparities in mental health care for Latinos and recommended directions for future research and mental health services. We update that report by reviewing five groundbreaking research projects on the mental health of Latinos that were published since 2001. National studies of adults and children, longitudinal designs, and analyses of Latino subgroups characterize these investigations. Despite the increasing sophistication of disparities research, these landmark studies, as well as the research in the supplemental report, can be characterized as documenting disparities in care. We argue that the next wave of research should give greater attention to reducing and eliminating disparities. Accordingly, we apply Rogler and Cortes's (1993) framework of pathways to care to the study of Latinos with schizophrenia. Specifically, we draw on research regarding the recognition of illness, social networks (families) and their association with the course of illness, and interventions. We illustrate examples at each pathway that have the potential to reduce disparities. We argue that implementing interventions synchronously across multiple pathways has considerable potential to reduce and eventually eliminate disparities in mental health care.""]","From the provided text, it is challenging to extract RDF triples with an 'is-a' relationship because the text does not offer straightforward categorization or class-subclass information. However, I can infer some potential 'is-a' relationships based on the context:

1. (U.S. Surgeon General's report, is-a, Publication)
2. (Mental Health: Culture, Race and Ethnicity, is-a, Supplement Document)
3. (Mental Health: A Report of the Surgeon General, is-a, Report)
4. (U.S. Department of Health and Human Services, is-a, Government Agency)
5. (Disparities in mental health care, is-a, Health Issue)
6. (Latinos, is-a, Ethnic Group)
7. (Research projects, is-a, Scientific Investigation)
8. (National studies of adults and children, is-a, Demographic Research)
9. (Longitudinal designs, is-a, Research Method)
10. (Analyses of Latino subgroups, is-a, Demographic Analysis)
11. (Schizophrenia, is-a, Mental Illness) 
12. (Interventions, is-a, Treatment Approach)
13. (Social networks, is-a, Social Factor)"
Healthcare disparity,27039229,"Hospitalizations at Nonfederal Facilities for Lower Respiratory Tract Infection in American Indian and Alaska Native Children Younger than 5 Years of Age, 1997-2012.","[StringElement('To evaluate hospitalizations at nonfederal facilities for lower respiratory tract infection (LRTI) in American Indian/Alaska Native (AI/AN) children and to compare associated rates and risk factors in AI/AN children and white children.', attributes={'Label': 'OBJECTIVES'}), StringElement(""We used Kids' Inpatient Database samples from 1997-2012 to identify discharges in non-Hispanic AI/AN and white children ages <5\xa0years with a principal or secondary diagnosis code indicating LRTI. To address systematic underreporting and misclassification of race in administrative databases, population rates were estimated by deriving race- and year-specific denominators from hospital births."", attributes={'Label': 'STUDY DESIGN'}), StringElement('During the study period, LRTI-associated discharge rates (per 1000) declined for white children (from 14.8 to 10.9; P\xa0<\xa0.001 for trend). For AI/AN children, rates varied widely by census region and were highest in the West, where they ranged from 38.6 in 1997 to 26.7 in 2012 (P\xa0=\xa0.35 for trend). Discharges in AI/AN children were associated with low household income, Medicaid insurance, and rural residence. In a case-cohort analysis of infants hospitalized with LRTI in 2012, discharge rates were higher for AI/AN infants than for white infants only in the West (72.8 vs 22.2; aOR, 2.5; 95% CI, 1.8-3.4).', attributes={'Label': 'RESULTS'}), StringElement('Among young children who use nonfederal hospitals, LRTI-associated hospitalizations occur at substantially higher rates for AI/AN children than for white children. These hospitalizations occur at rates that are particularly high for AI/AN infants in the West, where rates are comparable with those reported for Indian Health Service enrollees.', attributes={'Label': 'CONCLUSIONS'})]","Based on the provided text, there are no exact ""is-a"" relationships, which are typical for class-subclass relationships in an ontology. However, we can infer some potential ""is-a"" relationships related to the broader topic of health and social conditions:

1. (LRTI, is-a, respiratory tract infection)
2. (AI/AN children, is-a, children)
3. (AI/AN infants, is-a, infants)
4. (White children, is-a, children)
5. (White infants, is-a, infants)
6. (Nonfederal hospitals, is-a, hospitals)
7. (Medicaid insurance, is-a, health insurance)
8. (Low household income, is-a, economic condition)
9. (Rural residence, is-a, geographical condition)

Please note that these RDF triples are inferred based on broader knowledge and they are not directly mentioned in the provided text."
Healthcare disparity,19378626,Racial/ethnic disparity in kidney transplantation outcomes: influence of donor and recipient characteristics.,"[StringElement('The purpose of this study was to evaluate the basis for the racial/ethnic disparity in kidney allograft survival.', attributes={'Label': 'OBJECTIVE', 'NlmCategory': 'OBJECTIVE'}), StringElement('We conducted a retrospective study of 2130 patients who underwent kidney transplantation between January 1995 and December 2003. Patient and graft survivals were compared using Kaplan-Meier analysis.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Black recipients were more likely than white recipients to have hepatitis C infection (24.6% vs 7.1%), current tobacco use (21.2% vs 13.1%), previous alcohol use (22.6% vs 9.7%), and past illicit drug use (13.6% vs 3.9%). Current employment was less common among blacks. Additionally, black recipients were more likely to have a prior kidney transplant (16.7% vs 11.0%) and to have a cadaver kidney donor (74% vs 56.5%). The 5-year allograft survival rate was 72% for whites and 59% for blacks (p < .01). Previous kidney transplantation, cadaveric donor, donor age, recipient employment status, and recipient tobacco use were associated with allograft survival in a Cox proportional hazard model.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Graft survival rate in black kidney transplant recipients is significantly lower than whites, and this disparity can be partially explained by the low rate of live donors and a higher previous transplantation rate in blacks.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]","The given text does not provide any direct ""is-a"" relationships which can be converted into RDF triples related to social determinants of health ontology. The RDF triples provided in the previous response are all related to ""has"" or ""experience"" relationships rather than ""is-a"" relationships. An ""is-a"" relationship typically defines a subclass-superclass relationship. In this context, such relationships are not directly evident in the provided text."
Healthcare disparity,30665560,"Burden, access, and disparities in kidney disease.",Abstract not available,"As no specific text or context is given, I'll provide a general example of RDF triples with 'is-a' relationship that could be added to a social determinants of health ontology:

1. (Poverty, is-a, Socioeconomic Factor)
2. (Education, is-a, Socioeconomic Factor)
3. (Employment, is-a, Socioeconomic Factor)
4. (Healthy Behavior, is-a, Lifestyle Factor)
5. (Exercise, is-a, Healthy Behavior)
6. (Good nutrition, is-a, Healthy Behavior)
7. (Tobacco use, is-a, Risk Behavior)
8. (Alcohol consumption, is-a, Risk Behavior)
9. (Air Pollution, is-a, Environmental Factor)
10. (Access to Healthcare, is-a, Healthcare Factor)
11. (Racial Discrimination, is-a, Social Factor)
12. (Social Support, is-a, Social Factor)
 
Please note that the specifics of these RDF triples might change based on the context and specific text provided. "
Healthcare disparity,33507442,Racial and Socioeconomic Disparities in Utilization of Telehealth in Patients with Liver Disease During COVID-19.,"[StringElement('The coronavirus disease 2019 (COVID-19) pandemic resulted in a rapid expansion of telehealth services in hepatology. However, known racial and socioeconomic disparities in internet access potentially translate into barriers for the use of telehealth, particularly video technology. The specific aim of this study was to determine if disparities in race or socioeconomic status exist among patients utilizing telehealth visits during COVID-19.', attributes={'Label': 'BACKGROUND AND AIMS'}), StringElement('We performed a retrospective cohort study of all adult patients evaluated in hepatology clinics at Duke University Health System. Visit attempts from a pre-COVID baseline period (January 1, 2020 through February 29, 2020; n\u2009=\u20093328) were compared to COVID period (April 1, 2020 through May 30, 2020; n\u2009=\u20093771).', attributes={'Label': 'METHODS'}), StringElement('On multinomial regression modeling, increasing age was associated with higher odds of a phone or incomplete visit (canceled, no-show, or rescheduled after May 30,2020), and non-Hispanic Black race was associated with nearly twice the odds of completing a phone visit instead of video visit, compared to non-Hispanic White patients. Compared to private insurance, Medicaid and Medicare were associated with increased odds of completing a telephone visit, and Medicaid was associated with increased odds of incomplete visits. Being single or previously married (separated, divorced, widowed) was associated with increased odds of completing a phone compared to video visit compared to being married.', attributes={'Label': 'RESULTS'}), StringElement('Though liver telehealth has expanded during the COVID-19 pandemic, disparities in overall use and suboptimal use (phone versus video) remain for vulnerable populations including those that are older, non-Hispanic Black, or have Medicare/Medicaid health insurance.', attributes={'Label': 'CONCLUSIONS'})]","In the text provided, there are no explicit is-a relationships. An is-a relationship typically defines a hierarchy or category membership. For example, a ""dog is-a mammal"" indicates that the dog is a part of the mammal category. 

However, aspects of socioeconomic status and disparities might implicitly involve is-a relationships. Here are some general RDF triples that could be inferred:

1. (Telehealth services, is-a, health care service)
2. (COVID-19 pandemic, is-a, health event)
3. (Hepatology, is-a, medical specialty)
4. (Racial disparity, is-a, social determinant of health)
5. (Socioeconomic disparity, is-a, social determinant of health)
6. (Internet access, is-a, digital resource)
7. (Video technology, is-a, digital resource)
8. (Medicare/Medicaid insurance, is-a, health insurance) 

Do note that these are inferred from the context and not directly from the provided text."
Healthcare disparity,24922102,Multilevel risk factors for greater HIV infection of black men who have sex with men in New York City.,"[StringElement('There is a large and disproportionate burden of HIV in black men who have sex with men (MSM) which is not adequately explained by racial/ethnic differences in risk behaviors. However, social factors may account for this disparity in HIV infection. We examine the extent to which both individual risk behaviors and social factors reduce the effect of black race and may account for the disparity in HIV infection of black MSM.', attributes={'Label': 'BACKGROUND', 'NlmCategory': 'BACKGROUND'}), StringElement('In a cross-sectional study in New York City in 2011, MSM were venue sampled, interviewed, and HIV tested. Variables associated (P < 0.10) both with black race and testing HIV positive were analyzed using multivariate logistic regression.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('Of 416 participants who were HIV tested and did not self-report being positive, 19.5% were black, 41.1% were Hispanic, 30.5% were white, and 8.9% were of other race/ethnicity. Overall, 8.7% tested positive (24.7% of blacks, 7.6% of Hispanics, 1.0% of whites, and 5.4% of other). The effect of black race versus non-black race/ethnicity with testing HIV positive declined by 49.2%, (crude odds ratio, 6.5 [95% confidence interval, 3.2-13.3] vs. adjusted odds ratio, 3.3 [95% confidence interval, 1.5-7.5]), after adjustment for having a black last sex partner, not having tested for HIV in the past 12 months, Brooklyn residency, and having an annual income less than US$20,000.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Greater HIV infection risk of black MSM may result from social factors and less frequent HIV testing than from differences in risk behaviors. To reduce the disparity in HIV infection of black MSM, multilevel interventions that both ameliorate social risk factors and increase the frequency of HIV testing are needed.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]","1. (Black MSM, is-a, Risk Group for HIV)
2. (HIV Testing, is-a, Prevention Method)
3. (Brooklyn Residency, is-a, Geographic Risk Factor)
4. (Annual Income Less than US$20,000, is-a, Socioeconomic Risk Factor)
5. (Not having tested for HIV in past 12 months, is-a, Risk Behavior)
6. (Having a black last sex partner, is-a, Specific Risk Factor)"
Healthcare disparity,24879475,Trend in Age and Racial Disparities in the Receipt of Postlumpectomy Radiation Therapy for Stage I Breast Cancer: 2004-2009.,"[StringElement('Significant effort has been expended over the past decade to reduce racial disparities in breast cancer care. Whether disparities in receipt of appropriate radiotherapy care for breast cancer persisted despite these efforts is unknown, as is the impact of being eligible for Medicare. We therefore investigated trends in racial differences by age in postbreast lumpectomy radiation therapy (PLRT) from 2004 to 2009.', attributes={'Label': 'OBJECTIVES'}), StringElement('We analyzed the Surveillance, Epidemiology and End Results registry database for women aged 40 to 85 years who underwent lumpectomy for stage I breast cancer and were eligible for PLRT. We examined variables potentially associated with the receipt of PLRT, including year of diagnosis, race, and examined women separately by age group.', attributes={'Label': 'MATERIALS AND METHODS'}), StringElement('Among 67,124 women aged 40 to 85 years undergoing lumpectomy, receipt of PLRT decreased from 80.7% in 2004 to 76.8% by 2009 (P<0.001). There remained a persistent disparity in PLRT among African American women (in 2004, 80.6% white vs. 78.9% African American and in 2009, 77.5% white vs. 72.0% African American). In multivariable logistic regression, African American race (odds ratio [OR], 0.82; 95% confidence interval [CI]. 0.76-0.89) and being diagnosed more recently were associated with lower odds of PLRT (OR for 2009 vs. 2004: 0.74; 95% CI, 0.69-0.79), whereas older women typically covered by public health insurance (aged 65 to 69 y) were more likely to receive PLRT (OR, 1.09; 95% CI, 1.02-1.15).', attributes={'Label': 'RESULTS'}), StringElement('PLRT decreased by a significant percentage of 3.9% among all women in recent years, and racial disparities in PLRT receipt have persisted. Medicare eligibility increased the likelihood of PLRT receipt.', attributes={'Label': 'CONCLUSIONS'})]","Apologies for the confusion, but the given text does not provide enough information to extract RDF triples with an ""is-a"" relationship which could contribute to a social determinants of health ontology. The text primarily provides information about a specific study and its findings, rather than defining new concepts or relationships that could be expressed as ""is-a"" relationships in an ontology. To generate ""is-a"" relationships, we would need text that defines or describes new concepts or categories."
Healthcare disparity,20558541,Racial composition of residential areas associates with access to pre-ESRD nephrology care.,"['Referral to a nephrologist before initiation of chronic dialysis occurs less frequently for blacks than whites, but the reasons for this disparity are incompletely understood. Here, we examined the contribution of racial composition by zip code on access and quality of nephrology care before initiation of renal replacement therapy (RRT). We retrospectively studied a cohort study of 92,000 white and black adults who initiated RRT in the United States between June 1, 2005, and October 5, 2006. The percentage of patients without pre-ESRD nephrology care ranged from 30% among those who lived in zip codes with <5% black residents to 41% among those who lived in areas with >50% black residents. In adjusted analyses, as the percentage of blacks in residential areas increased, the likelihood of not receiving pre-ESRD nephrology care increased. Among patients who received nephrology care, the quality of care (timing of care and proportion of patients who received a pre-emptive renal transplant, who initiated therapy with peritoneal dialysis, or who had a permanent hemodialysis access) did not differ by the racial composition of their residential area. In conclusion, racial composition of residential areas associates with access to nephrology care but not with quality of the nephrology care received.']","Apologies for the confusion, the text given does not contain explicit is-a relationships that can be used to create RDF triples. The is-a relationship is typically used to denote a subtype or instance-of kind of relationship, and the text does not seem to provide such relationships. 

However, if we consider some implicit is-a relationships that can be inferred from the context of the text, we could potentially formulate the following triples:

1. (Blacks, is-a, Race)
2. (Whites, is-a, Race)
3. (Nephrologist, is-a, Healthcare professional)
4. (Chronic Dialysis, is-a, Medical procedure)
5. (Nephrology Care, is-a, Healthcare service)
6. (Renal Replacement Therapy (RRT), is-a, Medical procedure)
7. (Pre-ESRD Nephrology care, is-a, Healthcare service)
8. (Renal Transplant, is-a, Medical procedure)
9. (Peritoneal Dialysis, is-a, Medical procedure)
10. (Hemodialysis Access, is-a, Medical procedure)"
Healthcare disparity,27116030,Ranibizumab (Lucentis) versus Bevacizumab (Avastin) for the Treatment of Age-Related Macular Degeneration: An Economic Disparity of Eye Health.,"['Age-related macular degeneration (AMD) is the leading cause of blindness in the elderly, and the advent of anti-vascular endothelial growth factor agents (VEGF) has revolutionized treatment for neovascular AMD. Two of the most popular anti-VEGF agents, ranibizumab (Lucentis; Genentech/Roche) and bevacizumab (Avastin; Genentech/Roche), effectively treat neovascular AMD but have a substantial difference in price. Multiple level 1 trials have demonstrated that bevacizumab is noninferior to ranibizumab in the treatment of neovascular AMD and that both have similar safety profiles. The decision to use one drug over the other is multifactorial with influences from industry as well as individual physician biases. However, the additional billions spent on ranibizumab result in a large economic disparity that is not rationalized by cost effectiveness models.']","Apologies for the confusion, but the provided text doesn't seem to contain ""is-a"" relationship information, which is typically used to indicate a category or a type. The text mainly discusses age-related macular degeneration (AMD), the effectiveness of certain drugs, and cost-related matters, making it hard to extract ""is-a"" relationship RDF triples. However, I'll try to generate some potential triples based on the logical structure of the text.

1. (Age-related macular degeneration, is-a, cause of blindness in the elderly)
2. (Anti-vascular endothelial growth factor agents, is-a, treatment for neovascular AMD)
3. (Ranibizumab, is-a, anti-VEGF agent)
4. (Bevacizumab, is-a, anti-VEGF agent)

Please note that these are just possible interpretations and might not perfectly align with the desired ontology without further information."
Healthcare disparity,22971999,Understanding disparities in leukemia: a national study.,"[StringElement('Disparities in solid tumors have been well studied. However, disparities in hematologic malignancies have been relatively unexplored on population-based levels. The purpose of this study is to examine the relationship between race/ethnicity and acute leukemia mortality.', attributes={'Label': 'PURPOSE', 'NlmCategory': 'OBJECTIVE'}), StringElement('All patients with acute leukemia [acute lymphoblastic leukemia (ALL) and acute myelogenous leukemia (AML)] were identified in the Surveillance Epidemiology and End Results database, 1999-2008. Kaplan-Meier curves were generated to reflect survival probabilities by race/ethnicity. Multivariable Cox proportional hazard models estimated hazard of mortality by race with adjustment for individual (age, gender, year of diagnosis) and select genetic factors.', attributes={'Label': 'METHODS', 'NlmCategory': 'METHODS'}), StringElement('A total of 39,002 patients with acute leukemia were included in the study. Overall, there was a mortality disparity in acute leukemia for blacks (HR 1.17, p < 0.0001) and Hispanics (HR 1.13, p < 0.0001) compared with non-Hispanic whites. In stratified analysis, disparities in ALL were greater than AML; blacks (HR[ALL]1.45, p < 0.0001; HR[AML]1.12, p < 0.0011); Hispanics (HR[ALL]1.46, p < 0.0001; HR[AML]1.06, p < 0.0001). Adjustment for individual patient and select genetic factors did not explain disparities.', attributes={'Label': 'RESULTS', 'NlmCategory': 'RESULTS'}), StringElement('Blacks and Hispanics suffer decreased survival in acute leukemia as compared to others. Further investigation is needed to understand the drivers of poor cancer outcomes in these populations.', attributes={'Label': 'CONCLUSIONS', 'NlmCategory': 'CONCLUSIONS'})]","The text provided does not contain direct 'is-a' relationships relevant to a social determinants of health ontology. However, if we interpret the data in the context of health disparities and their causes, we could infer some potential triples:

1. (acute leukemia, is-a, hematologic malignancy)
2. (Acute lymphoblastic leukemia (ALL), is-a, acute leukemia)
3. (Acute myelogenous leukemia (AML), is-a, acute leukemia)
4. (blacks, is-a, race/ethnicity)
5. (Hispanics, is-a, race/ethnicity)
6. (non-Hispanic whites, is-a, race/ethnicity)
7. (Survival probability, is-a, health outcome)
8. (Mortality disparity, is-a, health outcome)
9. (health outcome, is-a, result of, acute leukemia)"
Healthcare disparity,21175535,"A source of healthcare disparity: race, skin color, and injuries after rape among adolescents and young adults.","['Differences in anogenital injury resulting from rape may occur because of racial or skin color differences in adult women. It is critical to determine if these differences also are associated with differences in injury prevalence and frequency in adolescents and young adults. In a retrospective review of medical records, we examined whether Black adolescent/young adult females had different anogenital injuries as compared to White females following rape. Next, we examined whether skin color differences explained a significant amount of the racial difference in injuries. We reviewed charts of 234 female victims of rape ages 14 to 29. Overall injury prevalence was 62.8%. Race was significantly associated with frequency of injuries in several anatomical locations, with White victims having a higher frequency of injuries than Black victims. Skin color was significantly associated with injury frequency in many anatomical locations, with victims with light skin sustaining more injuries than victims with dark skin. Even when skin color was included in the relationship, race remained a statistically significant factor, suggesting that the relationship between race and injuries may be more complicated than merely a skin color difference that has been mislabeled a racial difference.']","Following are the RDF triples extracted from the text, expressed in the format of subject-predicate-object:

1. (Anogenital injury, is a result of, rape)
2. (Differences in anogenital injury, is a result of, racial or skin color differences)
3. (Racial difference, is associated with, injury prevalence and frequency)
4. (Skin color difference, is associated with, injury prevalence and frequency)
5. (Injury prevalence, is a characteristic of, rape victims)
6. (Injury frequency, is a characteristic of, rape victims)
7. (Race, is a, significant factor in injury frequency)
8. (Skin color, is a, significant factor in injury frequency)
9. (Difference in anogenital injury, is a characteristic of, Black and White adolescent/young adult females).
10. (Black adolescent/young adult females, is a, race)
11. (White adolescent/young adult females, is a, race)
12. (Rape victims, is a, group of individuals)"
Healthcare disparity,31404709,"Inequities in Insurance Coverage and Well-Child Visits Improve, but Insurance Gains for White and Black Youth Reverse.",Abstract not available,"Apologies for the confusion, but I couldn't extract the RDF triples as there is no specific text provided to analyze. The RDF triples extraction relies on specific text information to create the triples in the format of (Subject, Predicate, Object). Please provide a text for the RDF triples extraction."
Healthcare disparity,28282947,Disparity in Retention in Care and Viral Suppression for Black Caribbean-Born Immigrants Living with HIV in Florida.,"['(1) The study aim was to assess disparities in non-retention in HIV care and non-viral suppression among non-Hispanic Black Caribbean immigrants living with HIV in Florida. (2) We analyzed cases involving individuals, aged ≥13, who met CDC HIV case definition during 2000-2014. Chi square test was used to evaluate differences in non-retention and non-viral suppression by country of origin/race/ethnicity. Multilevel logistic regressions with three referent groups [US-born Blacks, Hispanics, and non-Hispanic Whites (NHWs)] were used to estimate adjusted odds ratios (aOR). (3) Caribbean-born Blacks were less likely to be retained in care or be virally suppressed than US-born Blacks, Hispanics, and NHWs. Bahamians, Haitians, and Trinidadians and Tobagonians had increased odds of non-retention (aOR 3.13, 95% confidence interval [CI] 2.40 -4.10; aOR 1.52, 95% CI 1.40-1.66; aOR 2.30, 95% CI 1.38-3.83), and non-viral suppression (aOR 3.23, 95% CI 2.48-4.21; aOR 1.82, 95% CI 1.68-1.98; aOR 1.76, 95% CI 1.06-2.90) compared with NHWs. (4) Caribbean-born Blacks living with HIV infection are less likely than other racial/ethnic groups to be retained in care and/or achieve viral suppression. Further research is urgently needed to determine social, cultural, and biological factors that contribute to this disparity.']","1. (Non-retention in HIV care, is a, health care disparity)
2. (Non-viral suppression, is a, health care disparity)
3. (Caribbean-born Blacks, is a, racial/ethnic group)
4. (US-born Blacks, is a, racial/ethnic group)
5. (Hispanics, is a, racial/ethnic group)
6. (Non-Hispanic Whites, is a, racial/ethnic group)
7. (Bahamians, is a, racial/ethnic group)
8. (Haitians, is a, racial/ethnic group)
9. (Trinidadians and Tobagonians, is a, racial/ethnic group)
10. (Adjusted odds ratio, is a, statistical measure)
11. (Confidence interval, is a, statistical measure)"
Healthcare disparity,30226274,Inequity of care provision and outcome disparity in autoimmune hepatitis in the United Kingdom.,"[StringElement('Treatment paradigms in autoimmune hepatitis (AIH) have remained largely unchanged for decades. Studies report ≤20% of patients have sub-optimal treatment response with most requiring long-term therapy.', attributes={'Label': 'BACKGROUND'}), StringElement('The United Kingdom Autoimmune Hepatitis (UK-AIH) study was established to evaluate current treatment practice and outcomes, determine the unmet needs of patients, and develop and implement improved treatment approaches.', attributes={'Label': 'AIM'}), StringElement('The United Kingdom Autoimmune Hepatitis study is a cross-sectional cohort study examining secondary care management of prevalent adult patients with a clinical diagnosis of autoimmune hepatitis. Enrolment began in March 2014. Prevalent cases were defined as having been diagnosed and treated for >1\xa0year. Demographic data, biochemistry, treatment history and response, and care location were collected.', attributes={'Label': 'METHODS'}), StringElement('In total, 1249 patients were recruited; 635 were cared for in transplant units and 614 in non-transplant centres (81% female with median age at diagnosis 50\xa0years). Overall, 29 treatment regimens were reported and biochemical remission rate was 59%. Remission rates were significantly higher in transplant compared to non-transplant centres (62 vs 55%, P\xa0=\xa00.028). 55% have ongoing corticosteroid exposure; 9% are receiving prednisolone monotherapy. Those aged ≤20\xa0years at diagnosis were more likely to develop cirrhosis and place of care was associated with an aggressive disease phenotype.', attributes={'Label': 'RESULTS'}), StringElement('There are significant discrepancies in the care received by patients with autoimmune hepatitis in the UK. A high proportion remains on corticosteroids and there is significant treatment variability. Patients receiving care in transplant centres were more likely to achieve and maintain remission. Overall poor remission rates suggest that there are significant unmet therapeutic needs for patients with autoimmune hepatitis.', attributes={'Label': 'CONCLUSIONS'})]","Apologies for the confusion. The text provided does not contain any explicit is-a relationships to be extracted into RDF triples for a social determinants of health ontology. The text mainly focuses on the details regarding a study on Autoimmune Hepatitis (AIH) and not on social determinants of health. The ""is-a"" relationship usually indicates a hierarchy or categorization, which is not evident in the provided text. Please provide a text that contains is-a relationships for optimal RDF triple generation."
