0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
37427266,Innovation input index and innovation output index,are a,Measurement of Sustainability Oriented Innovation System,,,,,'entrapment or collisions at home',39.0
37427266,Policymakers,are a,Decision-Makers,,,,,'food spoilage',13.0
37427266,Economic stability,is a,Parameter of Economic Health,,,,,'food contamination',22.0
33920282,Breast cancer diagnosis,is a,Medical diagnosis,,,,,'food spoilage',15.0
33920282,Economic crisis,is a,Socio-economic factor,,,,,'food contamination',15.0
33920282,Therapeutic management,is a,Medical treatment,,,,,'food contamination',15.0
33920282,Early-stage breast cancer,is a,Stage of breast cancer,,,,,'poor food storage',16.0
33920282,Advanced-stage breast cancer,is a,Stage of breast cancer,,,,,'poor food storage',16.0
33920282,Pre-crisis,is a,Time period,,,,,'food spoilage',13.0
33920282,Crisis,is a,Time period,,,,,'food spoilage',13.0
33920282,Post-crisis,is a,Time period,,,,,'food spoilage',13.0
30579236,Stress,is-a,biological system alteration,,,,,'food contamination',19.0
30579236,Social disadvantages,is-a,stress source,,,,,'student status',11.0
30579236,Family conditions,is-a,early childhood development modifier,,,,,'food contamination',28.0
30579236,Family social and economic conditions,is-a,stress source during childhood,,,,,'structural failure',21.0
30579236,Early childhood conditions,is-a,physiological stress indicator,,,,,'food contamination',23.0
30579236,Family social and economic instability,is-a,cause of immune system dysregulation,,,,,'food contamination',27.0
30579236,DNA shedding of the Epstein-Barr virus,is-a,indicator of immune system dysregulation,,,,,'food contamination',30.0
30579236,Adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'food contamination',46.0
30579236,EBV-infected adolescents,is-a,group susceptible to effects of early childhood conditions,,,,,'food contamination',46.0
30579236,Family structure changes,is-a,form of early childhood family instability,,,,,'food contamination',31.0
30579236,Economic insecurity,is-a,form of early childhood family instability,,,,,'food contamination',31.0
34811867,Food insecurity,is-a,Social determinant of health,,,,,'food contamination',21.0
34811867,Housing instability,is-a,Social determinant of health,,,,,'food contamination',21.0
34811867,Dietary quality,is-a,Indicator of health,,,,,'immigration status',15.0
34811867,Food insecurity,is-a,Economic instability,,,,,'food contamination',15.0
34811867,Housing instability,is-a,Economic instability,,,,,'food contamination',15.0
34811867,US dietary guidelines,is-a,Standard for good dietary quality,,,,,'poor food storage',23.0
34811867,Federal food assistance benefit,is-a,Aid for food insecurity,,,,,'poor food safety',13.0
34811867,Children with Sickle Cell Disease,is-a,Affected group by Social determinant of health,,,,,'food contamination',35.0
34811867,Black and Hispanic Communities,is-a,Under-resourced US communities,,,,,'poor food storage',23.0
34811867,Screening for food insecurity and housing instability,is-a,Method to identify nutrition-related social needs,,,,,'entrapment or collisions at home',34.0
35720928,Economic Security,is-a,Theoretical Issue,,,,,'structural failure',14.0
35720928,Economic Instability,is-a,Factor of Financial Market Stability,,,,,'poor cooking practices',27.0
35720928,Economic Fluctuation,is-a,Research Topic,,,,,'student status',14.0
35720928,Economic Security Forecasting,is-a,Decision-making Factor,,,,,'food contamination',17.0
35720928,Economic Security Early Warning System,is-a,Research Content,,,,,'student status',14.0
35720928,CNN-SVM Algorithm,is-a,Support for Early Warning Model,,,,,'exposed nails in home',20.0
35720928,ReLU Activation Function,is-a,Tool for CNN Network,,,,,'food contamination',14.0
35720928,RBF Function,is-a,Tool for SVM,,,,,'food spoilage',11.0
35720928,Economic Security State,is-a,Subject of Evaluation,,,,,'food contamination',16.0
32876252,Marital violence,is-a,Domestic violence,,,,,'food spoilage',15.0
32876252,Intimate Partner Violence,is-a,Domestic violence,,,,,'food spoilage',15.0
32876252,Economic instability,is-a,Social determinant of health,,,,,'food contamination',21.0
32876252,Alcohol and other drugs use/abuse,is-a,Social determinant of health,,,,,'food contamination',21.0
32876252,Weaker women's support network,is-a,Social determinant of health,,,,,'food contamination',21.0
32876252,Pandemic-related violence,is-a,Social determinant of health,,,,,'food contamination',21.0
32876252,Narrative review,is-a,Literature review,,,,,'structural failure',14.0
32876252,English descriptors,is-a,Search terms,,,,,'student status',12.0
32876252,PubCovid-19 platform,is-a,Database,,,,,'food spoilage',12.0
32876252,United States National Library of Medicine,is-a,Database,,,,,'food spoilage',12.0
32876252,Excerpta Medica,is-a,Database,,,,,'food spoilage',12.0
32876252,COVID-19,is-a,Pandemic,,,,,'food spoilage',13.0
22475120,Parasitic infestation,is-a,common health problem in developing countries,,,,,'exposed nails in home',33.0
22475120,Children,are-a,vulnerable group to parasitic infestations,,,,,'poor cooking practices',30.0
22475120,Malnutrition,is-a,health problem resulting from parasitic infestations,,,,,'poor cooking practices',37.0
22475120,Iron-deficiency anemia,is-a,health problem resulting from parasitic infestations,,,,,'poor cooking practices',37.0
22475120,Surgical morbidities,are-a,health problem resulting from parasitic infestations,,,,,'poor cooking practices',37.0
22475120,Impaired cognitive function,is-a,health problem resulting from parasitic infestations,,,,,'poor cooking practices',37.0
22475120,Impaired educational achievement,is-a,health problem resulting from parasitic infestations,,,,,'poor cooking practices',37.0
22475120,Surgical intervention,is-a,treatment for serious complications caused by parasitic infestations,,,,,'entrapment or collisions at home',47.0
22475120,Amoebic colitis,is-a,condition caused by protozoan infections,,,,,'food contamination',29.0
22475120,Liver abscess,is-a,condition caused by protozoan infections,,,,,'food contamination',29.0
22475120,Intestinal obstruction,is-a,condition caused by Ascaris lumbricoides,,,,,'broadband access issues',30.0
35903894,Psychological Effects,is-a,Result of COVID-19,,,,,'food spoilage',16.0
35903894,PubMed database,is-a,Source of Studies,,,,,'poor food storage',12.0
35903894,Anxiety,is-a,Psychological Effect,,,,,'food spoilage',17.0
35903894,Depression,is-a,Psychological Effect,,,,,'food spoilage',17.0
35903894,Stress,is-a,Psychological Effect,,,,,'food spoilage',17.0
35903894,Urban Living,is-a,Protective Factor,,,,,'poor food safety',14.0
35903894,Economic Stability,is-a,Protective Factor,,,,,'poor food safety',14.0
35903894,Living with Parents,is-a,Protective Factor,,,,,'poor food safety',14.0
35903894,COVID-19 infection in family,is-a,Risk Factor,,,,,'food spoilage',14.0
34118735,SARS-CoV-2,is-a,novel virus,,,,,'student status',12.0
34118735,SARS-CoV-2,is-a,cause of global health crisis,,,,,'poor cooking practices',22.0
34118735,Antiviral drug,is-a,potential solution for SARS-CoV-2,,,,,'poor cooking practices',25.0
34118735,Drug repurposing,is-a,strategy for combating SARS-CoV-2,,,,,'entrapment or collisions at home',22.0
34118735,Co-infections,is-a,threat in the context of SARS-CoV-2,,,,,'broadband access issues',27.0
34118735,Proteins encoded by the SARS-CoV-2 genome,are-a,potential target for drug discovery,,,,,'poor food safety',26.0
34118735,COVID-19,is-a,disease caused by SARS-CoV-2,,,,,'exposed nails in home',22.0
34118735,Review,is-a,source of information about SARS-CoV-2,,,,,'immigration status',28.0
35895432,Yemen,is-a,Country,,,,,'student status',13.0
35895432,Yemeni people,is-a,Population,,,,,'food spoilage',12.0
35895432,COVID-19 pandemic,is-a,Global health crisis,,,,,'poor food storage',17.0
35895432,Famine,is-a,Humanitarian crisis,,,,,'immigration status',14.0
35895432,Inflated currency,is-a,Economic instability,,,,,'food contamination',15.0
35895432,Child marriages,is-a,Social issue,,,,,'food spoilage',12.0
35895432,Humanitarian assistance,is-a,Aid,,,,,'food spoilage',14.0
35895432,Severe food scarcity,is-a,Crisis,,,,,'food spoilage',13.0
35895432,Global and local governments,is-a,Decision-makers,,,,,'food spoilage',13.0
35239676,Economic security,is-a,economic aspect of life,,,,,'food spoilage',16.0
35239676,Financial stability,is-a,aspect of economic security,,,,,'poor food safety',19.0
35239676,Improved living standards,is-a,aspect of economic security,,,,,'poor food safety',19.0
35239676,Economic affordability of food,is-a,indicator of economic security,,,,,'poor food safety',21.0
35239676,Expenditures on food,is-a,indicator of economic affordability of food,,,,,'food contamination',33.0
35239676,GDP per capita,is-a,indicator of economic security,,,,,'poor food safety',21.0
35239676,Income level,is-a,indicator of economic security,,,,,'poor food safety',21.0
35239676,Economic protection,is-a,aspect of economic security,,,,,'poor food safety',19.0
35239676,Economic instability,is-a,challenge to economic security,,,,,'poor food safety',24.0
35239676,Low level of economic affordability of food,is-a,challenge to economic security,,,,,'poor food safety',24.0
33716899,COVID-19,is-a,Health crisis,,,,,'food spoilage',14.0
33716899,Lockdown,is-a,Response to COVID-19,,,,,'student status',16.0
33716899,Economic slowdown,is-a,Impact of COVID-19,,,,,'food spoilage',16.0
33716899,Financial stability,is-a,Economic indicator,,,,,'food spoilage',13.0
33716899,ARDL model,is-a,Statistical tool,,,,,'student status',13.0
33716899,Spillover impact,is-a,Global economic effect,,,,,'food contamination',16.0
33716899,Financial instability,is-a,Economic condition,,,,,'food contamination',12.0
33716899,Economic cycle,is-a,Economic condition,,,,,'food contamination',12.0
33716899,Smart lockdown,is-a,COVID-19 policy strategy,,,,,'poor food storage',17.0
33716899,Lockdown checklist,is-a,Smart lockdown strategy,,,,,'poor food storage',15.0
33716899,Lockdown tasks,is-a,Smart lockdown strategy,,,,,'poor food storage',15.0
33716899,Close-down stock take or count,is-a,Smart lockdown strategy,,,,,'poor food storage',15.0
35953877,Climate change,is-a,existential crisis,,,,,'student status',14.0
35953877,Greenhouse gas levels,is-a,factor of climate change,,,,,'poor food storage',17.0
35953877,Global mean surface temperature,is-a,indicator of climate change,,,,,'poor food storage',20.0
35953877,Extreme weather events,is-a,result of climate change,,,,,'food contamination',19.0
35953877,Deterioration of food,water and air quality,"is-a, result of climate change",,,,,'food contamination',24.0
35953877,Economic and political instability,is-a,result of climate change,,,,,'food contamination',19.0
35953877,Mass population migration,is-a,result of climate change,,,,,'food contamination',19.0
35953877,Decreased food security,is-a,result of climate change,,,,,'food contamination',19.0
35953877,Increase in vector-borne infectious disease,is-a,result of climate change,,,,,'food contamination',19.0
35953877,Healthcare resources,is-a,requirement for climate change mitigation,,,,,'entrapment or collisions at home',28.0
35953877,Climate change,is-a,determinant of humanity's survival,,,,,'entrapment or collisions at home',25.0
35953877,Pregnant persons,is-a,vulnerable group to climate change,,,,,'income above poverty level',26.0
35953877,Women,is-a,adversely affected group by climate change,,,,,'income above poverty level',32.0
33150501,Type 2 Diabetes,is a,Chronic Disease,,,,,'food spoilage',12.0
33150501,Insurance Coverage,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Economic Instability,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Employment,is a,Aspect of Economic Instability,,,,,'food contamination',21.0
33150501,Out-of-pocket expenses,is a,Aspect of Economic Instability,,,,,'food contamination',21.0
33150501,Food Insecurity,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Education and Literacy,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Access to Quality Health Care,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Health systems designed to effectively manage chronic disease,is a,Aspect of Quality Health Care,,,,,'poor cooking practices',21.0
33150501,Neighborhood and the built environment,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Housing,is a,Aspect of Neighborhood and Built Environment,,,,,'exposed nails in home',31.0
33150501,Social and Community Context,is a,Social Determinant of Health,,,,,'food contamination',21.0
33150501,Discrimination,is a,Aspect of Social and Community Context,,,,,'food contamination',29.0
38026276,Adverse economic events,is-a,economic instability,,,,,'food contamination',15.0
38026276,Unexpected medical expenses,is-a,adverse economic events,,,,,'food contamination',17.0
38026276,Job loss,is-a,adverse economic events,,,,,'food contamination',17.0
38026276,Pay reduction,is-a,adverse economic events,,,,,'food contamination',17.0
38026276,Death of a family member,is-a,adverse economic events,,,,,'food contamination',17.0
38026276,Increased debt,is-a,adverse economic events,,,,,'food contamination',17.0
38026276,Moderate hunger,is-a,hunger level,,,,,'food spoilage',13.0
38026276,Severe hunger,is-a,hunger level,,,,,'food spoilage',13.0
38026276,Household Hunger Scale,is-a,assessment tool,,,,,'student status',12.0
38026276,Cross-sectional survey,is-a,research method,,,,,'student status',14.0
38026276,Food pantry users,is-a,study participants,,,,,'student status',13.0
33456417,Financial behaviors,is-a,determinant of financial stability,,,,,'immigration status',25.0
33456417,Financial behaviors,is-a,determinant of health outcomes,,,,,'entrapment or collisions at home',21.0
33456417,Hope theory,is-a,framework for behavior change,,,,,'poor food storage',20.0
33456417,Financial education and coaching program,is-a,means of promoting hope,,,,,'exposed nails in home',16.0
33456417,Finances First,is-a,randomized controlled trial,,,,,'food contamination',19.0
36593824,Exchange rate volatility,is-a,economic factor,,,,,'food spoilage',14.0
36593824,Economic growth,is-a,economic factor,,,,,'food spoilage',14.0
36593824,Financial development,is-a,economic factor,,,,,'food spoilage',14.0
36593824,Government spending,is-a,economic factor,,,,,'food spoilage',14.0
36593824,Economic openness,is-a,economic factor,,,,,'food spoilage',14.0
36593824,Investment,is-a,economic factor,,,,,'food spoilage',14.0
37243096,SARS-CoV-2,is-a,viral pathogen,,,,,'food spoilage',11.0
37243096,Viral pathogen,is-a,threat to human health,,,,,'food contamination',18.0
37243096,Antiviral therapeutics,is-a,method against viral pathogens,,,,,'exposed nails in home',19.0
37243096,Vaccination programs,is-a,method against viral pathogens,,,,,'exposed nails in home',19.0
37243096,Traditional vaccines,is-a,method against viral pathogens,,,,,'exposed nails in home',19.0
37243096,Bioprocessing,is-a,method for production of antiviral agents,,,,,'poor food storage',29.0
37243096,Monoclonal antibodies,is-a,antiviral therapies,,,,,'structural failure',15.0
